Console,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PC_ID,Summary,URL
super-nintendo,Adventures of Dr Franken,12/1/1993,Everyone,DTMC,MotiveTime,Platformer,7.39712E+11,7262,"Franky and his girlfriend Bitsy have decided to take a vacation. Unfortunately, Bitsy does not have a passport. Not to be thwarted, our spare parts hero has a cunning plan. He dismantles Bitsy, packages up her parts and mails them to their vacation destination - New York City - with predictable results. The combination of Franky's lack of brain cells and the incompetence of the Transylvanian post office has scattered Bitsy across the globe. And so, the adventure begins...",https://www.pricecharting.com/game/super-nintendo/adventures-of-dr-franken
super-nintendo,Adventures of Mighty Max,2/1/1995,Everyone,Ocean,WJS Design,Platformer,020295050160,7263,"Wear The Cap. Be The Max. Save The Planet.

You've seen every episode. You know all his moves. The question is...are you ready to wear the magic cap???

Dust off your traveling shoes - it's time to play Mighty Max! SkullMaster has scattered pieces of the mighty doom weapon all over the planet. Go solo or double the action in 2-Player Split Screen mode, and embark on an earth-saving scavenger hunt through time.

Time travel to 50 different worlds. Crush SkullMasters evil minions. Save the planet. Have more fun than watching the cartoon!

Double The Action With 2-Player Split Screen Play!

- Team up with Felix and Bea and warp to cool places like the jungle and outer space.
- Time travel with - or race against - a buddy in incredible 2-Player Split Screen Play.
- Be the Max and unleash your tennis ball cannon on restless natives and goofy aliens.
- Its 50 levels of MAXimum adventure - all based on your favorite Saturday morning cartoon.",https://www.pricecharting.com/game/super-nintendo/adventures-of-mighty-max
super-nintendo,Adventures of Yogi Bear,10/1/1994,Everyone,Cybersoft,Blue Turtle,Platformer,043948510224,8473,"Here comes Yogi! America's favorite cartoon bear is coming to the Super Nintendo Entertainment System. Help Yogi Bear make his was past the furry denizens of Jellystone Park. Collect picnic baskets and other goodies as you travel through the different areas of the park in an attempt to save Jellystone from industrial developers.
-	Fast-paced excitement with wild beaver surfing and mine cart riding.
-	Beautifully animated multi-layered parallax scrolling.
-	Cool Yogi music.
-	Five different areas at the park to explore.
-	Yogiâ€™s mission will challenge even the most skilled players.",https://www.pricecharting.com/game/super-nintendo/adventures-of-yogi-bear
super-nintendo,Aero Fighters,11/1/1994,Everyone,Mc O'river,Video System,Shoot'em Up,7.24818E+11,12576,"The world's hope hinges on your combat skills and sheer determination as an aero fighter. Defend the world from unknown alien forces that are attempting to take over the world. You must extract these unknown forces before they can execute their plot for dominance. After conquering the unknown forces, the battle continues into space where the controlling intellect dictated the take-over attempt. You must seek and destroy this evil force to prevent it from seizing other worlds.",https://www.pricecharting.com/game/super-nintendo/aero-fighters
super-nintendo,Aero the Acro-Bat,10/1/1993,Everyone,Sunsoft,Iguana,Platformer,020763110310,8475,"Step right up to the acro-battiest show on earth! The madman industrialist Edgar Ektor has seized control of the World of Amusement. He and a deranged cast of fairground freaks threaten the circus. The only hope for survival is the high-flying, death-defying Aero the Acro-Bat! 
Spine-tingling terror unfolds as Aero tackles Ektor's wicked henchmen. Bungee jump into a battle with evil! Skydive in mode 7 toward the danger below. Hang on for the ride of your life as you rise and plunge on a roaring roller coaster! Tiptoe across a terrifying tightrope! Then power drill and twist Aero right through every sinister circus enemy imaginable. And all the while, the show must go on!",https://www.pricecharting.com/game/super-nintendo/aero-the-acro-bat
super-nintendo,Aero the Acro-Bat 2,11/1/1994,Everyone,Sunsoft,Iguana,Platformer,020763110464,6835,"The aerialist extreme, Aero the Acro-Bat bounds back into the spotlight once again to stop the wicked industrialist, Edgar Ektor! Aero has entered a new realm of enchantment and must now use all his acrobatic prowess to foil a criminal plot known only as Plan B! Join Aero as he discovers new friends (and enemies) in a world custom built for his high-flying adventures.",https://www.pricecharting.com/game/super-nintendo/aero-the-acro-bat-2
super-nintendo,Aerobiz,2/1/1993,Everyone,KOEI,KOEI,Strategy,040198000512,6836,"You're ambitious and you strive for excellence. Your goal is to create a global airline network. You know travelers depend on your airline to get them where they want to go. Now convince them your airline is the best way to fly!
A clean safety record, ad campaigns and special services will distinguish you from the rest. As your network expands, establish hub offices and invest in a hotel chain. Tourism will boost income and win passengers away from your competitors. Be aggressive and maintain superiority in the skies.",https://www.pricecharting.com/game/super-nintendo/aerobiz
super-nintendo,Aerobiz Supersonic,8/1/1994,Everyone,KOEI,KOEI,Strategy,040198000741,6837,"It's the beginning of the 21st century and competition in the airline industry is heating up. As a young, ambitious CEO, it's up to you to make sure your airline is a survivor and not just another casualty. To succeed, you will have to make some tough decisions including where to fly, which planes to purchase and how to attract visitors to the cities you service. Your goal: to differentiate your airline from the rest while still turning a profit. Get ready to make some tough decisions! If you make the right ones, your planes will dominate the skies of the 21st century!",https://www.pricecharting.com/game/super-nintendo/aerobiz-supersonic
super-nintendo,Air Cavalry,6/1/1995,Kids to Adults,Cybersoft,Synergistic,Simulation,043948600024,13004,"Air Cavalry is a one or two-player, dual mode-7 game in which each player controls a high-tech helicopter gunship. Flying above the desert, ocean or jungle, the players will accomplish a series of missions from recon to full assault. Recon missions will use the OH-6 Defender. Transport and rescue missions will use the UH-60 Black Hawk. Attack missions will use either the AH-64H Apache or the futuristic AH-94. Air Cavalry. Choose from three theatres of operations with six to eight missions of increasing danger and complexity. Practice in the training mission, climb into your automated cockpit and prepare for air war.",https://www.pricecharting.com/game/super-nintendo/air-cavalry
super-nintendo,Al Unser Jr.'s Road To The Top,11/1/1994,Everyone,Software Toolworks,Radical Entertainment,Racing,050047114857,6838,"Have You Got The Drive To Make It To The Top?
Start as a novice, learn the courses, and race your way to the professional Indy Circuit the same way Al Unser Jr. did! Four different styles of racing and four entirely different vehicles with one- or two-player simultaneous action:

- Go-karts on twisting dirt tracks.
- Souped-up snowmobiles on slippery snow courses.
- Hot, high-horsepower IROC racers.
- Indy cars on the fastest tracks of all!

Race hard and place high to take on the ultimate challenge of Pike's Peak!

It won't be easy to race to the top - this is a challenge you'll want to come back to again and again! If you're the best, you'll make it to the final showdown against Al Unser Jr. himself! The thrill come from hanging in there until you reach the top!",https://www.pricecharting.com/game/super-nintendo/al-unser-jr%27s-road-to-the-top
super-nintendo,Aladdin,11/21/1993,Everyone,Capcom,Capcom,Platformer,013388130122,6839,"Discover a Whole New World of Adventure... For years, Jafar, the Sultan's evil advisor has sought a magic treasure - a single lamp that holds the key to the greatest power in the world. With this goal in sight, Jafar learns that only one person in the world can claim the magic lamp from the dreaded Cave of Wonders - one whose rags hide a heart that is pure - a diamond in the rough! Join Aladdin and his pet monkey Abu, as they race through the marketplace toward their date with destiny. Watch as Jafar tricks our hero and his friend into retrieving the lamp from the dangerous Cave of Wonders. But Aladdin and Abu outwit Jafar, releasing the power of a wacky blue Genie! Now Aladdin will have the chance to spoil Jafar's devious plans and win the hand of the beautiful princess Jasmine. But it will take more than magic to make his wishes come true...",https://www.pricecharting.com/game/super-nintendo/aladdin
super-nintendo,Alien 3,5/1/1993,Everyone,LJN,Probe Software,Platformer,023582087061,6840,"The ALIENS are fast, spit acid and are right behind you! The motion tracker is your only warning. No time to think, no time to catch your breath... RUN! Can't see very far ahead in these air ducts. Hard to breathe. Face-huggers can be anywhere. You have the firepower... blast the ALIENS with your machine gun, flame thrower and grenade launcher. You know what you have to do... rescue the trapped prisoners and end this nightmare! Just keep telling yourself, This isn't really happening. It's only a game!!!",https://www.pricecharting.com/game/super-nintendo/alien-3
super-nintendo,Alien vs Predator,9/1/1993,Everyone,Activision,Jorudan,Beat'em Up,047875540026,10414,"The Cosmic Clash of the Century

You're a Predator warrior in the 25th century-an awesome monster with an ugly face, brute strength and very cool weapons. Trained to fight with all that Predator technology has to offer-destroy or be destroyed!
You've come to New Shanghai, a city on the planet Vega 4, to hunt humans, but instead you find Aliens-powerful, double-jawed beasts bent on annihilating life. You're outnumbered, but not outsmarted-the hunt is on.
Alien drones, warriors, chest-bursters and face-huggers stand in your way. Use your lasers, blades and special weapons of destruction to win honor for your deeds. Destroy the Guardian Aliens to advance to the next level, then follow your primal instinct to reach the ultimate prey...the Alien Queen!",https://www.pricecharting.com/game/super-nintendo/alien-vs-predator
super-nintendo,American Gladiators,4/1/1993,Everyone,GameTek,Imagitec Design,Sports,043948510101,6841,"Television's most innovative sporting event, AMERICAN GLADIATORS is now the most innovative sports game available for the Super Nintendo Entertainment System. Seven events including: The Wall, The Joust, The Assault, Human Cannonball, Atlasphere, Powerball and The Eliminator, all captured with digitized photography, and life-size combat.  Weâ€™ve included all of the action, drama, and competitiveness, right down to the personalities and profiles of all the real-life Gladiators. NITRO, ICE, LASER, THUNDER, GOLD, TURBO, ZAP, LACE, BLAZE and GEMINI are here and just like their television counterparts, theyâ€™ll never give in without a fight to the finish. With tournament play, scoring, game rules and arena design taken right from the show, this game is as real as it gets. GameTekâ€™s AMERICAN GLADIATORS for your Super Nintendo Entertainment System, is survival of the fittest.",https://www.pricecharting.com/game/super-nintendo/american-gladiators
super-nintendo,An American Tail Fievel Goes West,8/1/1994,Everyone,Hudson,Shimada Kikaku,Platformer,039854000362,6842,"The Mousekewitz family has been lured out west by the dastardly Cat R. Waul. He plans to round up all the mice in one place and turn them all into mouseburgers. Fievel and you are their only hope. Mosey on down through five challenging stages along with Fievel on a wild west adventure to rescue his family. So buckle up your six shooter, you're the only hope to help Fievel save his family.",https://www.pricecharting.com/game/super-nintendo/an-american-tail-fievel-goes-west
super-nintendo,Andre Agassi Tennis,5/1/1994,Everyone,TecMagik,Radiance,Sports,7.51571E+11,6843,Andre Agassi's explosive smash is yours! Control the court with the Champion's searing baseline attacks. Trade shots with Agassi or sweat out your strategy game against 7 other players with completely unique styles.,https://www.pricecharting.com/game/super-nintendo/andre-agassi-tennis
super-nintendo,Animaniacs,11/1/1994,Everyone,Konami,Konami,Action & Adventure,083717150183,6844,"The Brain stole Hollywood's hottest new movie script. As the Warner Bros. CEO, I'm giving you (and the Animaniacs) the job of finding the script's missing scenes by searching through 7 Warner Bros.' movie sound stages filled with hilarious hijinks. Watch for Tinsel Town Traps and Movie Classic Power Ups scattered throughout the Ocean of Door, Adventure Kingdom, Sci-Fi Scene and Fantastic Fantasy Zone.",https://www.pricecharting.com/game/super-nintendo/animaniacs
super-nintendo,Arcade's Greatest Hits Atari Collection 1,12/31/1996,Kids to Adults,Midway,Digital Eclipse,Arcade,031719199716,30262,"Blast your way through an asteroid field and destroy enemy ships in Asteroids! Super Breakout tests your eye-hand coordination as you break through walls one brick at a time! Enjoy the non-stop action of a never-ending stream of attacking insect infestation in the classic arcade hit, Centipede! In Tempest, you'll use unlimited firepower to shoot and destroy your enemies in a large geometric battlefield! Missile Command lets you rescue humanity from a nuclear holocaust as enemy missiles, bombers and satellites rain warheads on populated cities and missile bases! It's all-out war as you destroy enemy tanks, guided missiles and alien spacecraft in Battlezone!",https://www.pricecharting.com/game/super-nintendo/arcade%27s-greatest-hits-atari-collection-1
super-nintendo,Arcana,5/1/1992,Everyone,HAL Laboratory,HAL Laboratory,RPG,040458855043,6845,"Arcana - 1. Mysterious knowledge known only to initiates. 2. Ancient rites and spiritual powers understood by only a few. 3. The secrets held by the Card Mastersnow fast disappearing.
The art of the Card Masters has gradually died out. None of the young people want to learn the ancient system of casting spells and calling up spirits using the cards.
But an evil conspiracy has taken hold of the kingdom. Rooks, descended from the last of the true Card Masters, is recruited to overthrow the sinister regime. Relying on what little he knows of the ancient art, learning along the way, trusting no one. Rooks sets out on a journey to restore order and save his homeland. Only a Card Master can do it.",https://www.pricecharting.com/game/super-nintendo/arcana
super-nintendo,Ardy Light Foot,2/1/1996,Kids to Adults,Titus,ASCII,Platformer,091493042929,6846,"The rainbow has been broken into 7 pieces! Ardy, our young and brave adventurer, with Pec, his friend-for-ever, are ready to sacrifice their lives to gather the 7 gems containing the colors of the rainbow, then their wishes will come true and they will finally save Nina from the clutches of Visconty.",https://www.pricecharting.com/game/super-nintendo/ardy-light-foot
super-nintendo,Arkanoid Doh It Again,11/1/1997,Kids to Adults,Nintendo,Taito,Arcade,020588010833,6847,"Arkanoid, one of the best-selling, most loved video games in history is back with more challenges and special features than ever before! In your scout ship, you will be racing through a galaxy crowded with solar block and powerful enemies, clearing the path with laser beams and energy balls.

Test your reflexes in 99 levels of twisting puzzles, or use EDIT to build your own course. 9 types of power capsules drop from shattered blocks, changing the capabilities of your scout ship. Arkanoid for the Super NES is even compatible with the Super NES Mouse to enhance your maneuvering skills. Two people can play together in one of three simultaneous game modes. Arkanoid has finally made its long-awaited return and will push you to the outer limits!",https://www.pricecharting.com/game/super-nintendo/arkanoid-doh-it-again
super-nintendo,Art of Fighting,12/1/1993,Everyone,Takara,SNK,Fighting,026483340488,6848,"South Town is no place for the weak. Yet into this urban battlezone comes Ryo; braving the mean streets in order to rescue his kidnapped sister.
With this friend Robert, the two must use all their strength and skills to battle and defeat the toughest fighters ever assembled. These fighters are big, powerful, strong - each possess special skills that will be hard to counter. Ryo must master the Super Attacks if he is to be victorious.
Fight hard, fast and furious.
Only the strongest of fighters will survive the streets of South Town.",https://www.pricecharting.com/game/super-nintendo/art-of-fighting
super-nintendo,A.S.P. Air Strike Patrol,1/1/1995,Everyone,SETA,Opus,Shoot'em Up,092826942015,6829,"Zarak has invaded Sweit! You, as Air Force commander, MUST marshall all your resources and defeat them. Using hi-tech intelligence, locate your targets, load your plane, and destroy... chemical weapon plants, radar sites, enemy vehicles, and more. So strap yourself into a cockpit and fly into the challenge of a lifetime.",https://www.pricecharting.com/game/super-nintendo/asp-air-strike-patrol
super-nintendo,Attack of the Petscii Robots,5/29/2023,Rating Pending,8-Bit Productions LLC,8-Bit Productions LLC,Action & Adventure,Unkown,5325016,"Sometime in the future, robots attempt to take over human settlements on various planets. Your goal is to infiltrate these settlements and destroy all of the robots. To do this, you’ll need to locate weapons and other tools. Attack of the PETSCII Robots is a top-down action/puzzle game. It is inspired by oblique top-down projection games like Ultima, but takes much of the gameplay concepts from first-person shooters. The object is to destroy all of the robots. To do this, you have to search objects in the game for weapons and other items to help you along the way. Many scenarios require complex thinking and problem solving, rather than just action shooting.",https://www.pricecharting.com/game/super-nintendo/attack-of-the-petscii-robots
super-nintendo,Axelay,9/1/1992,Everyone,Konami,Konami,Shoot'em Up,083717150053,6849,"Mysterious aliens have invaded the Earth-like planet of Corliss, slowly draining the planet's resources. Take control of the prototype Axelay ship and use its wide range of advanced weaponry to battle enemy forces. Play through multiple stages of action --from other planets to space stations -- all on your way to destroying the alien headquarters.",https://www.pricecharting.com/game/super-nintendo/axelay
super-nintendo,Ballz 3D,11/1/1994,Everyone,Accolade,PF Magic,Fighting,015605054136,6850,"What is Ballz? Ballz is a killer 3-D fighting game. It's an in-your-face, all out fight to the finish with 8 unique characters and 8 bosses that punch, kick, club, slam, humiliate and fart on their opponents. Ballz even has an instant replay that shows you the damage from almost any angle. And with three times more special moves than those flat 2-D games, you're going to be doing lots of damage. Our characters will even morph into other characters whenever you want. Ballz also has a bunch of weird sound effects and a wisecracking scoreboard. It's the coolest *#!#@*#! fighting game on the shelf!",https://www.pricecharting.com/game/super-nintendo/ballz-3d
super-nintendo,Barbie Super Model,12/1/1993,Unkown,Hi Tech Expressions,Tahoe Software Productions,Platformer,087855000775,6851,"Nobody said becoming a world famous Super Model would be easy. And that's what you and Barbie find out as you take off on a wonderful whirlwind fashion tour of the hottest cities in the USA!

The excitement starts on Hollywood Boulevard behind the wheel of your ultra cool pink sports car convertible. Can you get from the restaurant to the theater in time for your first big fashion show?

Then it's off to Hawaii, on to Aspen and, finally, arrival in New York for the ultimate runway competition that just might earn you Super Model status!

Each exotic location is filled with a variety of playful challenges and delightful surprises. Plus, all-important fantasy bonus sections provide you with plenty of time to practice dressing up for each fashion show, applying make up and styling hair - even walking the runway like a true Super Model!

The glamorous world of high fashion is waiting for you. Go for it!",https://www.pricecharting.com/game/super-nintendo/barbie-super-model
super-nintendo,Barkley: Shut Up and Jam!,6/1/1994,Unkown,Accolade,Unkown,Basketball,015605053115,14057,"Hey, any fool can hoop in some stupid gym. I'm talking Street Ball! No pretty uniforms. NO REFS protecting your sorry self. Just you and me against some of the toughest street legends I've ever had the pleasure of bustin' a move on. And THEY AIN'T ABOUT TO TAKE TRASH off some two-inch vertical leapin' momma's boy. You got that? So don't embarrass me. SHOW ME WHAT YOU GOT on seven of the nastiest blacktop's this side of North Philly.",https://www.pricecharting.com/game/super-nintendo/barkley-shut-up-and-jam
super-nintendo,Bass Masters Classic,6/1/1995,Everyone,Malibu,Malibu,Sports,7.58739E+11,16436,"Welcome Anglers! Welcome to the BASS Masters Classic. My name is Hank. Think of me as your unofficial host. I'll tell you what you need to know. This tour consists of four 3-day tournaments at four lakes. The first one is at Skull Lake. You'll see my bait shop there and get to know your way around the dock area, but first you'll need to take care of a few things. Check your gear because you're out to get the Big One. This is it, the World Championship! Good luck!",https://www.pricecharting.com/game/super-nintendo/bass-masters-classic
super-nintendo,Bass Masters Classic Pro Edition,7/1/1996,Unkown,Black Pearl,Black Pearl,Sports,7.85138E+11,13006,"Don't miss your chance to compete in the most realistic fishing game for the Genesis. Featuring pro bass anglers George Cochran, Shaw Grigsby Jr., Gary Klein, Tom Mann Jr., Dee Thomas and Kevin VanDam, BASS MASTERS CLASSIC PRO EDITION brings world championship bass fishing indoors! Compete as one of six actual pro fishermen or as an amateur enthusiast in the Bass Masters Classic. Fish the waters in five three-day tournaments at five different lakes. Rich graphics recreate the outdoor fishing experience in vivid detail. Choose your rod, reel, lure, and even boat engine.",https://www.pricecharting.com/game/super-nintendo/bass-masters-classic-pro-edition
super-nintendo,Bassin's Black Bass,12/1/1994,Unkown,Hot B,Starfish,Sports,093455100128,6865,"REEL IN THE ACTION... HOT-B PRESENTS THE MOST ADVANCED FISHING SIMULATION EVER.

DON'T SETTLE FOR AN IMITATION!

- Hank Parker will join you in the professional tournaments.
- Even a beginner can use the helpful guide's pointers.
- 16 Megs of memory and a Battery backup produce amazing graphics, realistic fish movements, an abundance of fishing spots and authentic conditions.
- A continuously scrolling Casting and Retrieving screen allows you to view all of the action and to gain precise control of the angler.
- A battery backup enables you to save your record when life's other obligations pull you away from the action.

THIS SIMULATION IS SO REAL YOU WILL NEVER HAVE TO LEAVE HOME!",https://www.pricecharting.com/game/super-nintendo/bassin%27s-black-bass
super-nintendo,Batman Forever,8/1/1995,Kids to Adults,Acclaim,Probe Entertainment Limited,Beat'em Up,021481620198,6853,"Brace yourself for endless action with BATMAN FOREVER! Batman and Robin blast into Gotham City in a duo-player fighting game! Armed with over 125 incredible attacks, fierce combat moves, and an arsenal of gadgets, the Dynamic duo are ready to battle the diabolical minds of Two-Face and The Riddler!
Without a question...it's BATMAN FOREVER!",https://www.pricecharting.com/game/super-nintendo/batman-forever
super-nintendo,Batman Returns,4/1/1993,Everyone,Konami,Konami,Beat'em Up,083717150084,6854,"One oversized bird and one stinky cat are out to take control of this urban jungle. Only you, as Batman, possess the power to stop the sinister plots of The Penguin and Catwoman!",https://www.pricecharting.com/game/super-nintendo/batman-returns
super-nintendo,Battle Blaze,12/1/1993,Everyone,Sammy,Electronics Application,Fighting,039471905163,13007,"Enter a time of barbaric madness where fighters clash with blades of steel. Armed with flying maces and razor-edged broadswords, warriors of chaotic land await to challenge brave opponents. Only one worthy contender will become the MASTER OF THE REALM!
*Fight One-on One Against a friend or battle the computer in a contest to the finish!
*Courageously roam the countryside and attempt to defeat your opponents in their homeland!
*Choose from 6 unique fighters and master over 25 moves like the â€œKiss of Doomâ€. The â€œReverse Lungeâ€, and the â€œThunder Clawâ€!",https://www.pricecharting.com/game/super-nintendo/battle-blaze
super-nintendo,Battle Cars,10/1/1993,Everyone,Namco,Malibu,Racing,7.22674E+11,6855,"The start of the 22nd century saw a true new world order. Survivors of the devastation lived in city states. Technology sophisticated and jaded by years of war the people demanded a new sport for their new age....Battle Cars...technology...aggression...Battle Cars. Afforded the same popularity earlier cultures had given artists or pop musicians, Battle Car drivers are heroes. Their only rule is to win.",https://www.pricecharting.com/game/super-nintendo/battle-cars
super-nintendo,Battle Clash,10/1/1992,Everyone,Nintendo,Nintendo,Light Gun,045496830168,6856,"The time is the 21st century. In the wake of natural disasters and social unrest, human society has collapsed. The only amusement left for the inhabitants of this grim Earth of the future is the Battle Game. This contest of advanced arena combat pits giant, armored riot suits known as Standing Tanks (ST's) against each other in a fight to the finish. The winner gains power and prestige, while the lower faces humiliation, dishonor and low class citizenship.
You are the gunner of the ST Falcon. You friend's father experience defeat in the Battle Game and now you must help him get revenge. Your Super NES Super Scopeâ„¢ gives you complete control of all the Falcon's weapons systems.",https://www.pricecharting.com/game/super-nintendo/battle-clash
super-nintendo,Battle Grand Prix,4/1/1993,Unkown,Hudson,Kid,Racing,039854000300,6857,"The players can pick from 40 fictional drivers and 24 teams to play with. The game is always shown in split-screen mode, even when the player is playing on his own, in this case the opponent directly behind or ahead of the player is shown in the other window. Car settings can be adjusted in the garage. Pit stops can be used to repair the car during a race. Crashing the car can also force the player to retire from the race early.",https://www.pricecharting.com/game/super-nintendo/battle-grand-prix
super-nintendo,Battletoads and Double Dragon The Ultimate Team,12/1/1993,Everyone,Tradewest,Rare Ltd.,Beat'em Up,031719199372,6858,"When a battle-cruiser the size of a city called the Colossus smashes out of the moon, its laser cannon glowing menacingly, you can bet it ain't gonna be makin' no social calls...
You can bet it's gonna be creating some bad n' crazy mayhem on good ol' planet Earth - 'specially when you know that the dreaded Dark Queen and the shady Shadow Boss are on board just rarin' to rock n' roll...
The dastardly duo are about to unleash their most monstrous play yet - from their secret lunar base they intend to launch an invasion that'll make them masters of the world...
Neutralized by deadly glooming rays, Earth's forces are powerless... that is, until the Dragons join the Toads!
Take a 'toadacious trip with the dream ticket as those terrific twins Billy and Jimmy Lee team up with Zitz, Rash and Pimple against the combined might of the gruesome twosome and their mindless minions, Big Blag, Abobo, Robo-Manus and Roper, in a 'toadally terminal new adventure!",https://www.pricecharting.com/game/super-nintendo/battletoads-and-double-dragon-the-ultimate-team
