Console,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PC_ID,Summary,URL
gameboy-advance,Air Hockey E-Reader,1/1/2004,Everyone,Unkown,Unkown,Other,045496714994,42392,"Promo card containing a simple air hockey game, distributed to promote the e-Reader device for Game Boy Advance",https://www.pricecharting.com/game/gameboy-advance/air-hockey-e-reader
gameboy-advance,Airforce Delta Storm,9/16/2002,Everyone,Konami,Unkown,Simulation,083717500377,11289,"Strap into your cockpit and blast through the gut-wrenching world of flight combat. Your adrenaline pumps as machine gun fire pelts off your tail, you execute back-breaking barrel rolls and experience dog-fighting action. Take your pick of over 70 planes, including military fighters rendered from actual aircraft. With a full range of extreme missions to numb your senses, AirForce Delta Storm pushes your Game Boy Advance to the sky!",https://www.pricecharting.com/game/gameboy-advance/airforce-delta-storm
gameboy-advance,Aladdin,9/28/2004,Everyone,Capcom,Unkown,Action & Adventure,013388280186,1974,"Based on the classic game for the SNES and Disney's animated film, Disney's Aladdin joins the Game Boy Advance library with all-new features. In this side-scrolling platform game, you'll take the role of Aladdin and his mischievous monkey, Abu, as they throw apples, climb ropes, and ride magic carpets to find out their destinies. Disney's Aladdin features a bonus stage for each level and a variety of environments to explore, including Jafar's castle, the Genie's lamp, and an ancient pyramid.",https://www.pricecharting.com/game/gameboy-advance/aladdin
gameboy-advance,Alex Rider Stormbreaker,10/2/2006,Everyone 10+,THQ,Unkown,Action & Adventure,7.85138E+11,11651,"Based on Anthony Horowitz's series of teen spy movies and movie following adventure-seeker Alex Rider. Players embrace the role of Alex Rider to out-spy, outwit and out-cool evil in this thrilling action adventure. Featuring third-person stealth game play, fast-paced racing action, intense fighting and engaging, gadget-based mini-games, players can relive defining moments from the Stormbreaker movie and become the ultimate spy.",https://www.pricecharting.com/game/gameboy-advance/alex-rider-stormbreaker
gameboy-advance,Alienators Evolution Continues,11/13/2001,Everyone,Activision,Unkown,Action & Adventure,047875802858,1975,"You thought you'd rid the Earth of the aliens. But now they're back, and the evolution of hostile life-forms continues. Lucky for Earth, the Alienators are on the job. Use all the alien-butt-kicking science within your grasp to battle the Genus... before this evil evolves to a state of total supremacy and succeeds in global domination!",https://www.pricecharting.com/game/gameboy-advance/alienators-evolution-continues
gameboy-advance,All-Star Baseball 2003,5/31/2002,Everyone,Jack of All Games,Unkown,Baseball,021481522812,1977,"Featuring four-time World Series Champion Derek Jeter, All-Star Baseball 2003 features many exciting new modes of play and options that deliver unparalleled hardball realism. Building upon proven success, All-Star Baseball 2003 combines the perfect blend of simulation style hardball for the baseball fanatic, with the ease of use for the casual sports gamer.",https://www.pricecharting.com/game/gameboy-advance/all-star-baseball-2003
gameboy-advance,All-Star Baseball 2004,2/1/2003,Everyone,Acclaim,Unkown,Baseball,021481523123,1978,"Like Derek Jeter, All-Star Baseball 2004 is the game with all the tools. With the most realistic simulation ever, easier to play functionality, and the same all around skill set that makes Derek the leader and winner he is, ASB 2004 truly is the game with all the tools.",https://www.pricecharting.com/game/gameboy-advance/all-star-baseball-2004
gameboy-advance,Altered Beast Guardian of the Realms,11/23/2002,Teen,Sega,Unkown,Action & Adventure,7.85138E+11,1979,"Zeus, creator and ruler of the Guardians of the Gates, raises you from your grave! You must go fourth and defeat a new, unknown evil that has destroyed the Guardians and ravaged the universe. To do so, you must collect the keys and Essence of each land, transforming you into beasts with unnatural powers and special abilities. Conquer this evil and you will become the sole Guardian, the protector of the universe.",https://www.pricecharting.com/game/gameboy-advance/altered-beast-guardian-of-the-realms
gameboy-advance,Amazing Virtual Sea-Monkeys,,Everyone,Swing! Entertainment,ELO Interactive Media,Action & Adventure,8.15315E+11,18709,"The player controls Nautila, a babelfish which is used to indirectly influence the environment within a huge water tank. Nautila has to suck up dangerous fish, clear rocks, supply food etc. for brine shrimps resembling the Sea Monkeys brand. The Sea Monkeys try to reach a Venus Shell as soon as they are hatched. If Nautila is not fast enough to clear the puzzles preventing the Sea Monkeys from reaching their shell, they will perish... The game features 70 levels in total, with increasingly difficult objectives.",https://www.pricecharting.com/game/gameboy-advance/amazing-virtual-sea-monkeys
gameboy-advance,American Bass Challenge,12/5/2001,Everyone,Ubisoft,Unkown,Sports,008888140122,1980,Hook up with the biggest bass in this ultimate rod n' reel challenge. The most thrilling fishing experience you'll get on 32 bits!,https://www.pricecharting.com/game/gameboy-advance/american-bass-challenge
gameboy-advance,American Dragon Jake Long Rise of the Huntsclan,10/12/2006,Everyone 10+,Disney,Unkown,Action & Adventure,7.12725E+11,10975,"Jake Long's most fierce enemy, Dark Dragon, takes Rose, Jake's love interest, hostage in order to cause Jake's destruction in Disney's American Dragon: Jake Long, Attack of the Dark Dragon. When Dark Dragon realizes the evil Huntsman also has an interest in rescuing his hostage, the ultimate duel ensues. Players battle their way through an onslaught of villains that pour in from every direction to save Rose in the process.",https://www.pricecharting.com/game/gameboy-advance/american-dragon-jake-long-rise-of-the-huntsclan
gameboy-advance,American Idol,11/18/2003,Everyone,Konami,MÃ¶bius Entertainment,Music,7.67649E+11,1981,"Complete with a computer generated Randy Jackson, Paula Abdul, and Simon Cowell, with trademark insults, American Idol is a music-based, rhythm-action game that will allow you to create, style, and train a contestant for the competition. Once styled and trained you'll see your contestant progress through the auditions, various heats, and then, hopefully, make it to the grand final. You'll need quick fingers as you match the right combination of buttons to what's displayed on the screen helping your contestant sing a sweet harmony and dance to the rhythm of the song. Get it wrong and your voice fades and goes out of tune as the judges and later the audience grow unsettled.",https://www.pricecharting.com/game/gameboy-advance/american-idol
gameboy-advance,An American Tail Fievel's Gold Rush,5/2/2003,Everyone,SVG Distribution,Unkown,Action & Adventure,8.15315E+11,10398,"Fievel Mousekewitz, a rodent with an immigration card, is heading west in An American Tail: Fievel's Gold Rush. Based on the animated series from Universal Studios, the game has players controlling Fievel as he travels through 18 levels and six worlds, including New York City and Gold Dust Gulch, to piece together Cat Malone's treasure map. Fievel will swing on rope, attack with his ten-gallon hat, ride riverboats, and jump the train to find Wylie Burp's gold.",https://www.pricecharting.com/game/gameboy-advance/an-american-tail-fievel%27s-gold-rush
gameboy-advance,Animal Crossing Series 1 E-Reader,1/1/2004,Everyone,Nintendo,Unkown,Other,045496732165,42393,"Series 1 is the first set of e-Reader cards for Animal Crossing, released in October 2002.",https://www.pricecharting.com/game/gameboy-advance/animal-crossing-series-1-e-reader
gameboy-advance,Animal Crossing Series 2 E-Reader,1/1/2002,Unkown,Nintendo,Unkown,Other,045496732288,35847,"Series 2 is the second set of e-Reader cards for Animal Crossing, released in January 2003.",https://www.pricecharting.com/game/gameboy-advance/animal-crossing-series-2-e-reader
gameboy-advance,Animal Crossing Series 3 E-Reader,1/1/2002,Unkown,Nintendo,Unkown,Other,045496732394,35846,"Series 3 is the second set of e-Reader cards for Animal Crossing, released in January 2003.",https://www.pricecharting.com/game/gameboy-advance/animal-crossing-series-3-e-reader
gameboy-advance,Animal Crossing Series 4 E-Reader,1/1/2002,Unkown,Nintendo,Unkown,Other,045496733186,35848,"Series 4 is the second set of e-Reader cards for Animal Crossing, released in January 2003.",https://www.pricecharting.com/game/gameboy-advance/animal-crossing-series-4-e-reader
gameboy-advance,Animal Snap,11/1/2002,Everyone,Unkown,Unkown,Action & Adventure,8.93384E+11,11823,"Animal Snap is a puzzle game, developed by Awesome Developments and published by Ignition Entertainment, which was released in 2002.",https://www.pricecharting.com/game/gameboy-advance/animal-snap
gameboy-advance,Ant Bully,7/24/2006,Everyone,Midway,Unkown,Action & Adventure,031719191567,7265,"Go pick on someone your own size! After bullying an innocent ant colony, a young boy named Lucas is magically shrunk down to ant size and embarks on a remarkable adventure. Play as Lucas, experiencing the dangerous and thrilling life of an ant as you battle, explore and forge new friendships with natives and other species in his new ant world. Help Lucas evolve from recluse to hero in his quest to save the colony from extermination. Based on the exciting moments from Warner Bros CG animated movie directed by John A. Davis (of the Jimmy Neutron: Boy Genius series.)",https://www.pricecharting.com/game/gameboy-advance/ant-bully
gameboy-advance,Antz Extreme Racing,11/20/2002,Everyone,Jack of All Games,Unkown,Racing,020626715898,1982,"0.5 MPH is extremely fast, when your vehicle is only big enough to carry an ant! Jockey for first place with your favorite character from the hit motion picture Antz™, using vehicles that aren't your typical garden variety.",https://www.pricecharting.com/game/gameboy-advance/antz-extreme-racing
gameboy-advance,Arctic Tale,10/10/2007,Everyone,DSI Games,Atomic Planet Entertainment,Action & Adventure,8.02068E+11,11739,"The far North of our planet is one of the most perilous environments in the world. Take on the role of either a young Polar Bear or a Walrus growing up and trying to survive in the wild. From eating to fighting off predators, almost every aspect of the animal's life is presented to the player. Learning to live in this world is vital as they go from the regular dangers to the extreme threats. Experience the thrilling, interactive look at the walrus and polar bears that roam the vast world of the Arctic wilderness.",https://www.pricecharting.com/game/gameboy-advance/arctic-tale
gameboy-advance,Army Men Advance,6/10/2001,Everyone,3DO,Unkown,Action & Adventure,7.90562E+11,1983,"Plastro, the infamous leader of the Tan Army, has recruited alien forces from another world to aid in his ongoing war against the Green Nation. It's up to Sarge and Vikki G. to jump into action to save their troops from a variety of unknown enemies, and then track down Plastro himself for a final confrontation!",https://www.pricecharting.com/game/gameboy-advance/army-men-advance
gameboy-advance,Army Men Operation Green,12/2/2001,Everyone,Unkown,Unkown,Action & Adventure,7.90562E+11,11700,"The Tan Army is back?you must defeat each and every one of them, destroy the secret device and lead the Green Army to victory. The first Army Men title to bring realistic military action and combat to the Game Boy Advance!",https://www.pricecharting.com/game/gameboy-advance/army-men-operation-green
gameboy-advance,Army Men Turf Wars,9/29/2002,Teen,3DO,Unkown,Action & Adventure,7.90562E+11,11698,"Colonel Grimm has ordered the defeat of the Tan Army and chosen a two-man Special Forces team for the mission. This Special Forces team will consist of the Blue Spy and you, Sgt. Hawk. Battle through several different backyard environments with the ultimate goal of destroying the Tan Army. Good luck, soldier!",https://www.pricecharting.com/game/gameboy-advance/army-men-turf-wars
gameboy-advance,Around the World in 80 Days,7/5/2004,Everyone,Disney,Unkown,Action & Adventure,6.7799E+11,11429,"Action game based on the Jules Verne movie starring Jackie Chan as Passepartout, the valet of Phileas Fogg who joins Fogg on his bet to go around the world in 80 days. Around the World in 80 Days for Game Boy Advance puts players in the Jackie Chan role, having to beat the tar out of thugs from all parts of the word in this side-scrolling beat-em-up. The action spans worldwide locations such as Paris, Turkey, India, China...even San Francisco. Around the World in 80 Days was developed by Saffire for Hip Games. Climb buildings, bounce off canopies, spring from ledge to ledge, cross narrow wires, travel by train, elephant, ship, airplane, and balloon, and face off against all kinds of opponents from the movie and beyond.",https://www.pricecharting.com/game/gameboy-advance/around-the-world-in-80-days
gameboy-advance,Arthur and the Invisibles,1/9/2007,Everyone,Atari,Unkown,Action & Adventure,7.42725E+11,1984,"Directly inspired by world famous film director and writer Luc Besson's upcoming animated film of the same name, the Arthur and the Minimoys game will follow the film's storyline and feature eye-popping graphics and technical innovations.",https://www.pricecharting.com/game/gameboy-advance/arthur-and-the-invisibles
gameboy-advance,Astro Boy Omega Factor,8/18/2004,Everyone,Sega,Treasure,Action & Adventure,010086600278,1986,"Join Astro, the robotic superhero with a human mind, in a quest to reunite the robotic race with humans. Astro uses his seven super abilities to face off against the likes of Atlas, Blue Knight, and more than 40 other characters. The game brings classic 2D gaming to the Game Boy Advance along with an original seven-episode story. Playing as Astro Boy, you'll learn about justice, compassion, evil, courage, and the history of Astro Boy--all while building Astro's Omega Factor and strengthening his character and superhuman abilities.",https://www.pricecharting.com/game/gameboy-advance/astro-boy-omega-factor
gameboy-advance,Atari Anniversary Advance,3/25/2002,Everyone,Atari,Unkown,Arcade,7.42725E+11,1987,"Atari presents 6 of the best arcade games ever made, mega-hits that launched the video game revolution -- Asteroids, Battlezone, Centipede, Missile Command, Super Breakout and Tempest. Each game is reproduced down to the last detail, and each one is just as easy and fun to play. Whether you're a diehard fan or a competitive newcomer, you've got to play the games that started it all!",https://www.pricecharting.com/game/gameboy-advance/atari-anniversary-advance
gameboy-advance,Atomic Betty,10/25/2005,Everyone,Namco,Unkown,Action & Adventure,7.22675E+11,1988,"Betty has a lot more to handle than most little girls. To her friends and family, she is your average, girl-next-door, but when the galaxy beckons, she becomes Atomic Betty, Galactic Guardian and Defender of the Cosmos. With the help of her trusty sidekicks, Sparky and X-5, Betty must save the galaxy from the evil Maximus I.Q., while at the same time saving her reputation on Earth from the scheming of her archrival, Penelope. Atomic Betty's five playable characters, rocket ship travel, selectable gadgets and weapons, and fast-paced story bring the cartoon hit to life.",https://www.pricecharting.com/game/gameboy-advance/atomic-betty
gameboy-advance,ATV Quad Power Racing,8/20/2002,Everyone,Acclaim,Unkown,Racing,021481523024,1989,"Features 10 unique and challenging tracks and environments; 9 different tricked-out ATVs to chose from; 3D ATVs, riders and environments, as real as it gets on a hand-held. Take on the competition in Arcade and Challenge game modes and 3 different classes of ATVs: Stock, Pro and Open.",https://www.pricecharting.com/game/gameboy-advance/atv-quad-power-racing
gameboy-advance,ATV Thunder Ridge Riders,9/5/2006,Everyone,Destination Software,Unkown,Racing,8.02068E+11,8544,"ATV: Thunder Ridge Riders puts the thrills of all-terrain racing in the palm of your hand! Kick it with your friends on a bone-jarring excursion out to Thunder Ridge, and conquer Mother Nature in an earth-ripping, heart-pounding joyride across miles of insane terrain! All new for 2006, this high flying game will leave you clutching at your seat, hanging on for dear life... and screaming for more!",https://www.pricecharting.com/game/gameboy-advance/atv-thunder-ridge-riders
gameboy-advance,Avatar The Burning Earth,9/16/2007,Everyone 10+,THQ,Halfbrick,Action & Adventure,7.85138E+11,10246,"Avatar: The Burning Earth continues the epic adventure of Aang and his courageous fight against the evil Fire Nation in order to restore balance in his war-torn world. Based on the second season of the Avatar animated series, players will join Aang and his friends as they master their skills and fight their way to defend the greatest Earth Kingdom city against a deadly Fire Nation invasion.",https://www.pricecharting.com/game/gameboy-advance/avatar-the-burning-earth
gameboy-advance,Avatar the Last Airbender,10/10/2006,Everyone,THQ,Halfbrick,Action & Adventure,7.85138E+11,1990,"Avatar: The Last Airbender (known as Avatar: The Legend of Aang in Europe) is a video game based on the animated television series of the same name for Game Boy Advance, Microsoft Windows, Nintendo GameCube, Nintendo DS, PlayStation 2, PlayStation Portable, Wii, and Xbox. The game was followed by a sequel, Avatar: The Last Airbender – The Burning Earth, around a year later.",https://www.pricecharting.com/game/gameboy-advance/avatar-the-last-airbender
gameboy-advance,Babar: To the Rescue,6/28/2006,Everyone,American Game Factory,Unkown,Action & Adventure,8.55433E+11,21673,"On a beautiful day in Celesteville, Babar's two sons, Pom, Alexander and his cousin Arthur are playing hide and seek with the monkey Zephir. In the courtyard of the castle, two huge hot air balloons are tied to the ground and Pom and Alexander decide to use one of them as a hiding place. Suddenly the rope holding the balloon is accidentally loosened and the balloon slowly rises up, high into the sky, drifting away with the wind. When Babar finds out, he quickly gets in the second hot air balloon and flies off into the wilderness to rescue his two sons...",https://www.pricecharting.com/game/gameboy-advance/babar-to-the-rescue
gameboy-advance,Back to Stone,12/1/2006,Unkown,Unkown,Unkown,Action & Adventure,8.91563E+11,35064,"Back to Stone follows the adventure of the unwitting subject of horrible magical experiments. Following the conquest of his world by a race of demons, the hero became a guinea pig for the demons. Now a hybrid, half demon, half human; in exchange he has gained the ability to transform flesh to stone with his hands, making him one of the few on the planet capable of defeating the demons on their own terms.",https://www.pricecharting.com/game/gameboy-advance/back-to-stone
gameboy-advance,Back Track,10/4/2001,Teen,Telegames,Unkown,Action & Adventure,8.34815E+11,1991,"Domingoaniax and his army of mutants and robot soldiers have taken control of the secret moon base. For months these aliens have been abducting humans and assimilating them into an army of droids that can be used to overwhelm Earth. As our last hope, you must help Jim Track infiltrate the moon base and succeed where many others before him have failed. Destroy every alien or assimilated human you encounter, port back as many unassimilated humans from the pods as possible, and then trigger the self-destruct sequence to terminate the moon base and the remaining aliens.",https://www.pricecharting.com/game/gameboy-advance/back-track
gameboy-advance,Backyard Baseball,5/30/2002,Everyone,Atari,Unkown,Baseball,7.42725E+11,1992,"Create the baseball team of your dreams! It's great baseball action with the backyard kids and real pro players as kids. Pick your team, choose logos and playing fields. Play single games, an entire season or Home Run Derby. It's the chance of a lifetime to play with the pros right in your own backyard. Play single Games or a whole season, choose from all 30 Major League Baseball teams, create, save and trade custom players, practice your swing in the Home Run Derby, and track player and team stats in Season play. Also features a two-player multiplayer mode when linking up two Game Boy Advance units via a link cable.",https://www.pricecharting.com/game/gameboy-advance/backyard-baseball
gameboy-advance,Backyard Baseball 2006,3/16/2005,Everyone,Unkown,Unkown,Baseball,7.42725E+11,1993,"Atari's BACKYARD series is based around the idea of taking original kid characters and teaming them up with the biggest names in sports to play baseball, football, and several other sports. BACKYARD BASEBALL 2006 for the GBA teams player-created characters with Major League Baseball hard-hitters from all 30 MLB teams to compete in tournaments, exhibition games, and other challenges. As the name suggests, the games are mostly played on backyard lots, although some fields, like the Gater Flats swamp, probably don't exist in many kids' backyards. Players have the choice of creating custom characters for their team or recruiting kid versions of Major League Baseball stars like Alex Rodriguez, Pedro Martinez, Ichiro, and Carlos Delgado. In addition to season mode, players can play pickup games, compete in home run derbies and fielder's challenges, and select from three different difficulty levels for each mode. Claiming victory in these categories will unlock additional MLB players and stadiums, plus the ability to upgrade current players with moves such as fireball pitches. Fans of the BACKYARD sports series will enjoy building a team of kid versions of their favorite MLB stars. Baseball game fans shouldn't automatically dismiss the kid aspect of the game while not as serious as some of the other baseball titles, BACKYARD BASEBALL 2006 is still a fun, challenging baseball game featuring everything great sports games should have.",https://www.pricecharting.com/game/gameboy-advance/backyard-baseball-2006
gameboy-advance,Backyard Baseball 2007,6/1/2006,Everyone,Atari,Unkown,Baseball,7.42725E+11,11602,"Backyard Baseball 2007 is the fifth iteration of the best selling youth baseball video game of all time and the only kid's game to hold the coveted Major League Baseball (MLB) and Major League Baseball Players Association (MLBPA) licenses. Backyard Baseball 2007 features a roster full of top MLB pros as kids and includes all 30 MLB teams, uniforms, and logos. In addition, the game's kid-friendly, non-violent format, and high level of diversity makes it especially popular with parents.",https://www.pricecharting.com/game/gameboy-advance/backyard-baseball-2007
