Console,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PC_ID,Summary,URL
nintendo-64,Banjo-Kazooie,6/29/1998,Everyone,Nintendo,Rare Ltd.,Platformer,045496870201,3696,"Action and Puzzles and Bears, Oh My!
Trouble brews when Gruntilda the witch captures the unbearably beautiful cub, Tooty. But before the grisly hag can steal the bear’s good looks, big brother Banjo and his fine-feathered friend, Kazooie, join forces to stop her. Combining their 24 moves and special powers, Banjo and Kazooie will fend off armies of beasts. Bear and bird must hunt down the 100 puzzle pieces and 900 musical notes that will ultimately lead them to Gruntilda. However, miles of swamp, desert and snow and one bear of an adventure stand in their way.
*Soar over islands to scout out buried treasure.
*Brave past whirling blades in the belly of a mechanical shark.
*With some Voodoo magic, transform into different creatures to gain special powers.
*Solve the puzzles of the ancients to unearth the cursed labyrinths.",https://www.pricecharting.com/game/nintendo-64/banjo-kazooie
nintendo-64,Banjo-Tooie,11/20/2000,Everyone,Nintendo,Rare Ltd.,Platformer,045496870720,3697,"Grunty returns – and that’s bad news for Banjo and Kazooie! In this all-new adventure, combine everything you learned in the award-winning prequel, Banjo-Kazooie, with dozens of brand-new moves and abilities.
Explore eight original worlds – like a monstrous factory and a dilapidated amusement park. Solve incredible puzzles that link those worlds together – sometimes you’ll have to complete tasks in several worlds to solve a single puzzle!
*Divide and conquer!  The bear and bird are back, and this time, they can split up and work alone.
*Play as Mumbo! Now you’ll get to take control of the bone-headed shaman himself!
*Meet Humba Wumba! She’ll transform Banjo into a number of objects, such as a walkin’ talkin’ statue or a tightie whitie shootin’ washer.
*Four-Player mini-games! Play over a dozen mini-games, including five different shootout modes.",https://www.pricecharting.com/game/nintendo-64/banjo-tooie
nintendo-64,Bass Hunter 64,6/30/1999,Everyone,Take-Two Interactive,Gear Head Entertainment,Sports,7.10425E+11,3698,"In-Fisherman Bass Hunter 64 is a bass fishing simulation game for the Nintendo 64. The game offers three playing modes: fish for fun, championship, and Custom Tournament. The first lets you choose a lake and fish there at your leisure. The second adds a competitive element. You pick one of two characters and participate in contests, where you have to catch a certain number of bass within a time limit. You start with simple gear, but every time you end up in the top 3 you gain points with which you can upgrade your gear (rods, boats, bait).",https://www.pricecharting.com/game/nintendo-64/bass-hunter-64
nintendo-64,Bass Masters 2000,12/31/1999,Everyone,THQ,Mass Media,Sports,7.85138E+11,3699,"Fish with the best! Featuring real lakes from the Bassmaster Tournament Trail, authentic fishing equipment, two-player fishing action, underwater views, and frantic arcade modes. Just like The Bassmasters TV series!",https://www.pricecharting.com/game/nintendo-64/bass-masters-2000
nintendo-64,Batman Beyond,12/1/2000,Everyone,Ubisoft,Kemco,Beat'em Up,008888130123,3700,"Will The Joker have the last laugh? A sleeker, deadlier Clown Prince of Crime is back from the past to terrorize Gotham City in Batman Beyond: Return of the Joker. When The Joker's recent attacks nearly bring about the demise of the aging Bruce Wayne, it's up to you to help Batman avenge his mentor and send The Joker back to the bottom of the deck... forever! 
*8 Hi-tech Batsuits – Jump, punch, kick – even fly as you combat The Joker and his evil henchmen.
*16 Action Packed Levels – Battle The Joker and his minions through the Gotham Space Center, The Joker’s Candy Factory, the Batcave and more!
*10 Incredible Gadgets – Wield the Magnetic Nun Chaku, Retractable Wings, the Dark Knight Discus and other devices.",https://www.pricecharting.com/game/nintendo-64/batman-beyond
nintendo-64,Battletanx,12/31/1998,Teen,3DO,3DO,Simulation,7.90562E+11,3702,"2001 A.D. - The world as you know it is no more. A deadly virus has wiped out 99% of the female population and the few surviving women are now worshipped as QueenLords. You are Griffin Spade, warrior and Battlelord in a post-apocalyptic future. With only the BattleTanx at your command, you must save mankind from extinction! Fight your way across the wasteland that was once America and rescue the QueenLords from roving gangs of mercenaries and thugs.
*Four Player simultaneous gameplay.
*Explosive 3D tank combat.
*Fast and furious gameplay – Campaign, Deathmatch, Annihilation, and Family modes.
*Fight your way through 17 levels of intense action.
*”Feel it!” Rumble Pak support.",https://www.pricecharting.com/game/nintendo-64/battletanx
nintendo-64,Battletanx Global Assault,10/12/1999,Teen,3DO,3DO,Simulation,7.90562E+11,3703,"The year is 2006. The world has become a post-apocalyptic wasteland. While Griffin and Madison struggle to rebuild society, they realize their young son possesses telekinetic powers that are the key to the future. But the evil QueenLord, Cassandra, plans to use the boy's powers for her own wicked scheme. With only armored tanks at your command, you must defeat the QueenLord and the sinister gangs under her control. Combat will lead you to foreign soil, where it's all-out global warfare!",https://www.pricecharting.com/game/nintendo-64/battletanx-global-assault
nintendo-64,Battlezone: Rise of the Black Dogs,3/30/2000,Everyone,Crave,Climax Studios,Strategy,6.50008E+11,3701,"Exploit secret alien technology as you beat the Americans and Soviets at their own game in this action-packed. Cold war thriller.
Battlezone: Rise of the Black Dogs features advanced- space-based tank combat, sniper capability and death-match intensity. With three modes of play, Battlezone gives you the power to define your combat experience – the only remaining question is how long you’ll be around to use it.",https://www.pricecharting.com/game/nintendo-64/battlezone-rise-of-the-black-dogs
nintendo-64,Beetle Adventure Racing,2/28/1999,Everyone,Electronic Arts,Paradigm Entertainment,Racing,014633079722,3705,"The adventure begins when you leave the road behind!
*Smashing, Bashing Fun!
*Crash and Dash!
*Ultra-fast Nitro Blast!
*Ouch!
*Unbelievable Shortcuts!",https://www.pricecharting.com/game/nintendo-64/beetle-adventure-racing
nintendo-64,Big Mountain 2000,10/10/2000,Everyone,Unkown,Unkown,Sports,6.12561E+11,14428,"Big Mountain 2000 is a wintersports game where you can choose to race downhill with either a snowboard or skis. There are various characters to choose from, each of them with different skills. Three game modes are available in total, in which free ride, slalom and giant slalom can be chosen as track styles; game modes include championship, time attack and also a battle mode for multiplayer challenges.",https://www.pricecharting.com/game/nintendo-64/big-mountain-2000
nintendo-64,Biofreaks,2/1/1998,Mature,Unkown,Unkown,Fighting,031719199785,3186,"Bio F.R.E.A.K.S. is a 3D fighting game released by Midway in 1998. It was originally planned for arcades. However, this arcade prototype was scrapped and never officially released (although it exists on MAME), and the game was later released for the PlayStation, Nintendo 64 and PC.",https://www.pricecharting.com/game/nintendo-64/biofreaks
nintendo-64,Blast Corps,2/28/1997,Kids to Adults,Nintendo,Rare,Action & Adventure,045496870102,3707,"Blast Corps is a 1997 video game for the Nintendo 64 developed by Rare and published by Nintendo. Destroy a series of buildings or objects using a variety of unique demolition vehicles, in order to mainly clear a path for trucks carrying defective nuclear missiles.",https://www.pricecharting.com/game/nintendo-64/blast-corps
nintendo-64,Blues Brothers 2000,11/16/2000,Everyone,Titus,Unkown,Action & Adventure,091493143541,3711,"Start out as Elwood in prison and get the band together for the battle of the bands, which is in less than two days. After saving the guitarist, Cab and defeating the warden, Mac and Buster are waiting to be found in Chicago to complete and reunite your crew!",https://www.pricecharting.com/game/nintendo-64/blues-brothers-2000
nintendo-64,Body Harvest,9/30/1998,Teen,Midway,DMA Designs,Action & Adventure,031719198139,3712," 	
The year is 2016. Humanity has been reduced to a few survivors inhabiting the orbital space station Omega. Over the course of the history, aliens visited the Earth every twenty-five years, harvesting humans as an organic material. Eventually, they launch an assault on the last remnants of the human race. But Adam Drake, a genetically engineered soldier, comes into possession of a time-traveling device. He uses it to travel to the time periods of human history when aliens performed their deadly attacks. The fate of humanity is in his hands. Body Harvest is an action and driving game with a mission-based structure. The protagonist travels to various locations and eras (e.g. Greece during World War II, Siberia in the 1990s, etc.) with the goal of stopping alien invasions. Missions can be accessed by traveling to specified areas on the map. Adam can move on foot and use his weapons to kill aliens; however, vehicles usually prove to be a more reliable way of tackling most missions. Adam can use most of his weapons while in a vehicle; in addition, some vehicles are outfitted with their own weapons.",
nintendo-64,Bomberman 64,11/30/1997,Kids to Adults,Nintendo,Hudson soft,Action & Adventure,045496870225,3713," 	
The evil Altair is using the Omni Cube to drain the energy from Planet Bomber. With the aid of a mysterious helper, you must defeat Altair, and restore peace to Planet Bomber. In the Adventure mode, guide Bomberman through 24 areas of perilous conflict. Battle Altair's sinister allies, destroy their bases and put an end to the insane attack. The multi-player Battle mode offers endless hours of explosive action. Use the standard Bomberman character or create a custom one and save it to an N64 Controller Pak.",
nintendo-64,Bomberman 64 Second Attack,5/28/2000,Everyone,Vatical Entertainment,Hudson Soft,Action & Adventure,6.81313E+11,3715,"Of the great discoveries in the universe, few are more important than the legendary 8 elements. When the evil Rukifellth found one of these elements - the powerful Celestial Stone - he used his influence to assemble the dreaded BHB Army. Armed with his new army and a giant space warship, the power-crazed Rukifellth began scouring the galaxy for the other 7 elements, invading planets and enslaving innocent races throughout the galaxy. Rukifellth controls these enslaved planets with special Gravity Generators - the same devices the BHB Army used to create a Black Hole. Rukifellth uses his Black Hole to capture new planets... But he should have thought twice before he tried to capture Bomber Planet!",https://www.pricecharting.com/game/nintendo-64/bomberman-64-second-attack
nintendo-64,Bomberman Hero,9/1/1998,Everyone,Nintendo,AI,Platformer,045496870317,3714,"Bomberman's latest adventure takes him across the galaxy! Princess Millian has been kidnapped by the evil Garaden Empire and it's up to Bomberman to save the day. Travel through worlds of ice, fire and water. Use new abilities and get help from friends like Louie the rabbit and Pibol the robot. New vehicles like the Bomber Copter and Bomber Marine will come in handy in your quest to save the Princess and free the universe once again!",https://www.pricecharting.com/game/nintendo-64/bomberman-hero
nintendo-64,Bottom of the 9th,4/14/1999,Everyone,Unkown,Unkown,Baseball,083717180104,14881,"Play Exhibition and Season modes as your favorite team from the Major League Baseball. 300 real life players, complete with a full list of stats, are included for this combination of simulation and arcade style baseball. Along with the usual assortment of playing options, you can also play some scenario simulations, where each scenario is based on a real life occurence in the MLB. For example, hit a home run with the last ball of the match, or stop a team from scoring in the final inning to complete each scenario. Traning and support for 2 player multi-player are also available.",https://www.pricecharting.com/game/nintendo-64/bottom-of-the-9th
nintendo-64,Brunswick Circuit Pro Bowling,12/23/1999,Everyone,Unkown,Unkown,Sports,7.85138E+11,3728,"Choose one of the 13 genuine tournament bowlers and start the challenge! You're provided with real player animations and lanes, as well as different lane conditions and various bowling balls (genuine Brunswick!)! Full 3D environment brings the game to life, and all the tournament rules are available, even the Brunswick Skins game.",https://www.pricecharting.com/game/nintendo-64/brunswick-circuit-pro-bowling
nintendo-64,Buck Bumble,9/30/1998,Everyone,Ubisoft,Unkown,Action & Adventure,008888130062,3716,"A chemical spill somewhere in rural England has mutated an army of bees into killer insects! Led by their queen, they are out to destroy everything living thing on the planet, including all insects that dare stop them. Only Buck Bumble, the only bee not to be turned evil by the ways of the queen, can save the world, and his fellow insects, from total destruction. Shoot down swarms of enemy bees, while flying and avoiding the hazards bellow or land on the ground and attack the enemies on foot with various weapons. Also included are a handful of two-player split-screen modes, including Buzz Ball, a unique soccer style game.",https://www.pricecharting.com/game/nintendo-64/buck-bumble
nintendo-64,Bust-A-Move 2,5/1/1998,Unkown,Acclaim,Unkown,Puzzle,021481640660,3718,"Bust-A-Move 2 is the lightning-quick, ultra-intense, 100% addictive, arcade puzzler that's gonna grab you and never let go! As the balls descend, you're gonna need sharp eyes and quick reflexes to match 3 or more balls and pop them... fast! Insane two-player action pits you against an opponent in a race to bust or be busted! Match 'em by color! Stack 'em! Pop 'em! It's the end all, be all, puzzle game of the century that lets everyone Bust-A-Move!",https://www.pricecharting.com/game/nintendo-64/bust-a-move-2
nintendo-64,Bust-A-Move 99,4/30/1999,Everyone,Acclaim,Unkown,Puzzle,021481641612,3719,"Think you've busted with the best? Not until you've faced Bust-A-Move '99! With intense 4-player competition, all new graphics, and create-a-level mode, you've never busted bubbles like these! And with eight new mysterious characters to save, you'll be bustin' like crazy to solve all the puzzles and send them home!",https://www.pricecharting.com/game/nintendo-64/bust-a-move-99
nintendo-64,California Speed,2/28/1999,Everyone,Unkown,Unkown,Racing,031719198177,3720,"California Speed features racing through California, with a range of different and unique tracks based on the real life maps of the US state, with short-cuts and branching elements adding elements of strategy when racing to the finish line.The car pool includes the usual collection of fast cars, as well as F1 racers and golf-carts.",https://www.pricecharting.com/game/nintendo-64/california-speed
nintendo-64,Carmageddon,7/1/2000,Mature,Unkown,Unkown,Racing,091493144005,3721,"In Carmageddon, the player races a vehicle against a number of other computer controlled competitors in various settings, including city, mine and industrial areas. The player has a certain amount of time to complete each race, but more time may be gained by collecting bonuses, damaging the competitors' cars or by running over pedestrians.",https://www.pricecharting.com/game/nintendo-64/carmageddon
nintendo-64,Castlevania,1/26/1999,Teen,Konami,Unkown,Action & Adventure,083717180081,3722,"Take control of Reinhardt Schneider, a whip-toting Vampire Killer who has waited his whole life to meet his destiny, or Carrie Fernandez, a young girl with a strong magical presence who is mysteriously drawn to Dracula's evil Castlevania. It is their duty to seek out Castlevania and put an end to its residents' plans. What is your destiny?",https://www.pricecharting.com/game/nintendo-64/castlevania
nintendo-64,Castlevania Legacy of Darkness,12/1/1999,Teen,Konami,Unkown,Action & Adventure,083717180203,3723,"Before Reinhardt Schneider and Carrie Fernandez confronted Dracula, a magical warrior embarked on a quest that would ultimately lead him to Dracula's lair. Take control of Cornell, a powerful werewolf, who is seeking out the evil minions responsible for his sister's disappearance. Armed with the power to morph from human to werewolf, Cornell is destined to rescure his sister from a sinister plan and rid the world of Dracula once and for all. Will he succeed or fail? Will the past unravel the future? Discover the legacy in this exciting prequel.",https://www.pricecharting.com/game/nintendo-64/castlevania-legacy-of-darkness
nintendo-64,Chameleon Twist,11/30/1997,Everyone,Sunsoft,Unkown,Platformer,020763111010,3724,"Chameleon Twist is a 3D-Jump & Run, developed by Japan System Supply and released by Sunsoft in 1997. After following a rabbit into a magical hole in the ground, the blue chameleon named Davy realises that he has taken on a humanoid form. In an attempt to find a way back home, Davy is traveling throughout six lands with his friends, Jack, Fred, and Linda; together they discover Jungle Land, Ant Land, Bomb Land, Desert Castle, Kids Land, and Ghost Castle to find the certain magic portal.",https://www.pricecharting.com/game/nintendo-64/chameleon-twist
nintendo-64,Chameleon Twist 2,3/31/1999,Everyone,Unkown,Unkown,Platformer,020763111027,3725,"Chameleon Twist 2 is presented as the direct sequel to Chameleon Twist and was published in 1999 by Sunsoft. After the events in Chameleon Twist, Davy and his friends are playing in the forest, still carrying the backpacks from their last adventure, when suddenly the rabbit returns and knocks one of the chameleons high up into the sky. The chameleon transforms into an enhanced-looking humanoid chameleon and goes on a search for six carrots in six different worlds, like Ice Land, Carnival Land or Sky Land.",https://www.pricecharting.com/game/nintendo-64/chameleon-twist-2
nintendo-64,Charlie Blasts Territory,4/1/1999,Everyone,SPIG,Unkown,Puzzle,7.41648E+11,3726,"Charlie Blasts Territory is categorized as a 3D-Puzzle Game, released in 1999 by publisher Kemco. It combines solving intricate puzzles and blowing things up using tons of TNT! Use Charlie and his demolition skills to destroy the dams with bombs to free the life-giving water from other lakes in order to refill Rainbow Valley Lake. If you're looking for a human challenge, Charlie Blast's Territory also offers a multiplayer function that lets you go head-to-head against a bomb-blasting friend!",https://www.pricecharting.com/game/nintendo-64/charlie-blasts
nintendo-64,Chopper Attack,6/17/1998,Teen,Midway,Unkown,Action & Adventure,031719198054,3727,"Chopper Attack is a helicopter-based third-person shooter game released and published in 1997 by Midway. The game features numerous missions in various locations; missions include bombing the enemy's bases, escorting Air Force One through dangerous jungle terrain and rescuing prisoners of war.",https://www.pricecharting.com/game/nintendo-64/chopper-attack
nintendo-64,Clay Fighter 63 1/3,9/30/1997,Teen,Interplay,Unkown,Fighting,040421641673,3730,"Get ready to crumble! Once again, the clay fighters prove that when you play a state-of-the-art fighter, you might lose lives, you might lose limbs, but there's no reason to lose your sense of humor! Fight in and out of 3D backgrounds. Get tossed out of a window and resume fighting outside. Choose form 12 eccentric fighters including brand new combatants and old favorites like Bad Mister Frosty and Bonker the Clown. Includes bonus secret characters who are so famous that a legal gag order prohibits us from revealing their identity. Move freely in over 12 highly detailed 3D environments.",https://www.pricecharting.com/game/nintendo-64/clay-fighter-63-13
nintendo-64,Clay Fighter Sculptors Cut,5/1/1998,Teen,Unkown,Unkown,Fighting,040421000852,3729,"Get ready to crumble... with this special edition of the world's funniest fighting game! This director's cut contains many extras added to the original Clay Fighter 63 1/3 game. You might lose lives, you might lose limbs, but don't lose your sense of humor! 12 eccentric fighters plus 4 additional clay combatants only found in this version. More snide remarks and barbed wit will have you crying from laughing so hard! Original characters get additional attacks for an all-new experience. Enhanced camera angle stays put to see more details in the environment and improve fight control!",https://www.pricecharting.com/game/nintendo-64/clay-fighter-sculptors-cut
nintendo-64,Command and Conquer,5/31/1999,Teen,Westwood Studios,Unkown,Strategy,045496870454,3731,"Command & Conquer develops ideas from Westwood's previous game Dune 2, forming a real-time strategy (RTS) game. The control system involves selecting units with the mouse and then directing them, while the opponents make their moves without waiting for a turn to end. The game focuses on a war between two organizations, The Brotherhood of Nod and the Global Defense Initiative. The player can take control of either side for more than 15 missions. Both have different units and structures, including artillery, tanks and light infantry.",https://www.pricecharting.com/game/nintendo-64/command-and-conquer
