Console,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PriceCharting_ID,Summary,URL
nintendo-ds,Namco Museum,2007-09-18,Everyone,Namco,none,Arcade,722674700078,7399,none,https://www.pricecharting.com/game/nintendo-ds/namco-museum
nintendo-ds,Namco Museum/Pac-man World 3 Bundle,2012-10-30,Everyone,Namco,none,Strategy,722674700429,33246,none,https://www.pricecharting.com/game/nintendo-ds/namco-museumpac-man-world-3-bundle
nintendo-ds,Nancy Drew The Deadly Secret of Old World Park,2007-09-18,Everyone,none,none,Action & Adventure,096427015000,11358,none,https://www.pricecharting.com/game/nintendo-ds/nancy-drew-the-deadly-secret-of-old-world-park
nintendo-ds,Nancy Drew The Hidden Staircase,2008-09-22,Everyone,THQ,none,Action & Adventure,785138361758,14952,none,https://www.pricecharting.com/game/nintendo-ds/nancy-drew-the-hidden-staircase
nintendo-ds,Nancy Drew: The Model Mysteries,2010-02-10,Everyone 10+,THQ,none,Action & Adventure,785138363578,20436,none,https://www.pricecharting.com/game/nintendo-ds/nancy-drew-the-model-mysteries
nintendo-ds,Nancy Drew The Mystery of the Clue Bender Society,2008-07-23,Everyone 10+,Majesco,none,Action & Adventure,096427015413,14169,none,https://www.pricecharting.com/game/nintendo-ds/nancy-drew-the-mystery-of-the-clue-bender-society
nintendo-ds,Nancy Drew The Mystery of the Clue Bender Society,2008-07-23,Everyone 10+,Majesco,none,Action & Adventure,096427015376,14169,none,https://www.pricecharting.com/game/nintendo-ds/nancy-drew-the-mystery-of-the-clue-bender-society
nintendo-ds,Nanda's Island,2011-03-28,Everyone,Mumbo Jumbo,none,Puzzle,811930107598,31288,none,https://www.pricecharting.com/game/nintendo-ds/nanda's-island
nintendo-ds,Nanostray,2005-07-19,Everyone,Majesco,Shin'en,Shoot'em Up,096427013952,4094,none,https://www.pricecharting.com/game/nintendo-ds/nanostray
nintendo-ds,Nanostray 2,2008-03-11,Everyone,Majesco,Shin'en,Shoot'em Up,096427015093,11360,none,https://www.pricecharting.com/game/nintendo-ds/nanostray-2
nintendo-ds,Napoleon Dynamite,2007-10-23,Everyone 10+,Crave,none,Action & Adventure,650008500042,10279,none,https://www.pricecharting.com/game/nintendo-ds/napoleon-dynamite
nintendo-ds,Naruto Ninja Council 3,2007-05-22,Everyone 10+,D3 Publisher,none,Fighting,053941703011,4095,none,https://www.pricecharting.com/game/nintendo-ds/naruto-ninja-council-3
nintendo-ds,Naruto: Ninja Destiny,2008-02-26,Teen,Namco,none,Fighting,053941703042,14119,none,https://www.pricecharting.com/game/nintendo-ds/naruto-ninja-destiny
nintendo-ds,Naruto Path of The Ninja,2007-10-23,Everyone 10+,D3 Publisher,none,Action & Adventure,053941703028,10280,none,https://www.pricecharting.com/game/nintendo-ds/naruto-path-of-the-ninja
nintendo-ds,Naruto Path of The Ninja,2007-10-23,Everyone 10+,D3 Publisher,none,Action & Adventure,053941703035,10280,none,https://www.pricecharting.com/game/nintendo-ds/naruto-path-of-the-ninja
nintendo-ds,Naruto Path of the Ninja 2,2008-10-15,Everyone 10+,none,none,Fighting,053941703059,15738,none,https://www.pricecharting.com/game/nintendo-ds/naruto-path-of-the-ninja-2
nintendo-ds,Naruto Shippuden: Naruto vs Sasuke,2010-11-12,Everyone 10+,Namco,none,Action & Adventure,730865400386,32829,none,https://www.pricecharting.com/game/nintendo-ds/naruto-shippuden-naruto-vs-sasuke
nintendo-ds,Naruto Shippuden: Ninja Council 4,2009-06-02,Everyone 10+,TOMY,none,Action & Adventure,053941703219,21708,none,https://www.pricecharting.com/game/nintendo-ds/naruto-shippuden-ninja-council-4
nintendo-ds,Naruto Shippuden: Ninja Destiny 2,2009-09-15,Teen,TOMY,none,Action & Adventure,053941703615,21719,none,https://www.pricecharting.com/game/nintendo-ds/naruto-shippuden-ninja-destiny-2
nintendo-ds,Naruto Shippuden: Shinobi Rumble,2011-02-08,Teen,none,none,Fighting,730865400409,30979,none,https://www.pricecharting.com/game/nintendo-ds/naruto-shippuden-shinobi-rumble
nintendo-ds,National Geographic Panda,2008-11-11,Everyone,Electronic Arts,none,Other,722674700269,15975,none,https://www.pricecharting.com/game/nintendo-ds/national-geographic-panda
nintendo-ds,Need for Speed Carbon Own the City,2006-10-01,Everyone,none,none,Racing,014633152746,4096,none,https://www.pricecharting.com/game/nintendo-ds/need-for-speed-carbon-own-the-city
nintendo-ds,Need for Speed Most Wanted,2005-11-15,Everyone,none,none,Racing,014633151435,4097,none,https://www.pricecharting.com/game/nintendo-ds/need-for-speed-most-wanted
nintendo-ds,Need for Speed Nitro,2009-11-02,Everyone 10+,Electronic Arts,none,Racing,014633156942,19930,none,https://www.pricecharting.com/game/nintendo-ds/need-for-speed-nitro
nintendo-ds,Need for Speed Prostreet,2007-11-13,Everyone,none,none,Racing,014633157420,10492,none,https://www.pricecharting.com/game/nintendo-ds/need-for-speed-prostreet
nintendo-ds,Need for Speed Undercover,2008-11-17,Everyone 10+,none,none,Racing,014633157697,16016,none,https://www.pricecharting.com/game/nintendo-ds/need-for-speed-undercover
nintendo-ds,Need for Speed Underground 2,2005-05-10,Everyone,Electronic Arts,none,Racing,014633149227,4098,none,https://www.pricecharting.com/game/nintendo-ds/need-for-speed-underground-2
nintendo-ds,Neopets Puzzle Adventure,2008-11-25,Everyone,Capcom,none,Puzzle,013388320134,16068,none,https://www.pricecharting.com/game/nintendo-ds/neopets-puzzle-adventure
nintendo-ds,Nervous Brickdown,2007-06-26,Everyone,none,none,Puzzle,788687400459,4099,none,https://www.pricecharting.com/game/nintendo-ds/nervous-brickdown
nintendo-ds,Neves,2007-11-06,Everyone,Yuke's,Yuke's,Puzzle,891767001016,10312,none,https://www.pricecharting.com/game/nintendo-ds/neves
nintendo-ds,New Carnival Games,2010-09-21,Everyone,2K Games,none,Party,710425358449,22043,none,https://www.pricecharting.com/game/nintendo-ds/new-carnival-games
nintendo-ds,New Carnival Games,2010-09-21,Everyone,2K Games,none,Party,710425358463,22043,none,https://www.pricecharting.com/game/nintendo-ds/new-carnival-games
nintendo-ds,New International Track & Field,2008-07-22,Everyone 10+,Konami,none,Sports,083717241478,14277,none,https://www.pricecharting.com/game/nintendo-ds/new-international-track-&-field
nintendo-ds,New Super Mario Bros,2006-05-15,Everyone,Nintendo,Nintendo EAD Tokyo,Platformer,045496737313,4100,"Jump into an all-new Mario adventure!

* Run, jump, and stomp your way through raging volcanoes, tropical islands, snowcapped peaks, and unimaginable challenges!

* Grab a Mega Mushroom and grow to incredible proportions, or smash through your foes in a blue koopa shell!

* Challenge a friend to so a wireless face-off on specially designed levels, or play up to three friends in a ton of touch screen mini-games.",https://www.pricecharting.com/game/nintendo-ds/new-super-mario-bros
nintendo-ds,New Super Mario Bros,2006-05-15,Everyone,Nintendo,Nintendo EAD Tokyo,Platformer,045496737320,4100,"Jump into an all-new Mario adventure!

* Run, jump, and stomp your way through raging volcanoes, tropical islands, snowcapped peaks, and unimaginable challenges!

* Grab a Mega Mushroom and grow to incredible proportions, or smash through your foes in a blue koopa shell!

* Challenge a friend to so a wireless face-off on specially designed levels, or play up to three friends in a ton of touch screen mini-games.",https://www.pricecharting.com/game/nintendo-ds/new-super-mario-bros
nintendo-ds,New Super Mario Bros,2006-05-15,Everyone,Nintendo,Nintendo EAD Tokyo,Platformer,045496740078,4100,"Jump into an all-new Mario adventure!

* Run, jump, and stomp your way through raging volcanoes, tropical islands, snowcapped peaks, and unimaginable challenges!

* Grab a Mega Mushroom and grow to incredible proportions, or smash through your foes in a blue koopa shell!

* Challenge a friend to so a wireless face-off on specially designed levels, or play up to three friends in a ton of touch screen mini-games.",https://www.pricecharting.com/game/nintendo-ds/new-super-mario-bros
nintendo-ds,New York Times Crosswords,2007-05-29,Teen,Majesco,none,Other,096427014928,4101,none,https://www.pricecharting.com/game/nintendo-ds/new-york-times-crosswords
nintendo-ds,New Zealand Story Revolution,2008-02-13,Everyone,Ignition,none,Action & Adventure,893384000328,14581,none,https://www.pricecharting.com/game/nintendo-ds/new-zealand-story-revolution
nintendo-ds,"Ni Hao, Kai-lan: New Year's Celebration",2009-11-03,Early Childhood,2K Games,none,Other,710425356773,21749,none,https://www.pricecharting.com/game/nintendo-ds/ni-hao-kai-lan-new-year's-celebration
nintendo-ds,Nickelodeon Bubble Guppies,2012-11-06,Early Childhood,2K Games,none,Action & Adventure,710425452024,33296,none,https://www.pricecharting.com/game/nintendo-ds/nickelodeon-bubble-guppies
nintendo-ds,Nicktoons Attack of the Toybots,2007-10-23,Everyone,THQ,none,Action & Adventure,785138361352,10282,none,https://www.pricecharting.com/game/nintendo-ds/nicktoons-attack-of-the-toybots
nintendo-ds,Nicktoons Battle for Volcano Island,2006-10-24,Everyone,THQ,none,Action & Adventure,785138361178,11668,none,https://www.pricecharting.com/game/nintendo-ds/nicktoons-battle-for-volcano-island
nintendo-ds,Nicktoons MLB,2011-09-13,Everyone,2K Games,none,Baseball,710425450723,31721,none,https://www.pricecharting.com/game/nintendo-ds/nicktoons-mlb
nintendo-ds,Nicktoons Unite,2006-01-10,Everyone,none,none,Action & Adventure,785138361086,4102,none,https://www.pricecharting.com/game/nintendo-ds/nicktoons-unite
nintendo-ds,Night at the Museum Battle of the Smithsonian,2009-05-05,Everyone,Majesco,none,Action & Adventure,096427015901,18747,none,https://www.pricecharting.com/game/nintendo-ds/night-at-the-museum-battle-of-the-smithsonian
nintendo-ds,Ninja Gaiden: Dragon Sword,2008-03-25,Teen,Tecmo,Team Ninja,Action & Adventure,018946010526,11904,none,https://www.pricecharting.com/game/nintendo-ds/ninja-gaiden-dragon-sword
nintendo-ds,Ninja Reflex,2008-03-04,Everyone 10+,Electronic Arts,none,Action & Adventure,014633159226,12960,none,https://www.pricecharting.com/game/nintendo-ds/ninja-reflex
nintendo-ds,Ninja Town,2008-10-28,Everyone,none,none,Action & Adventure,612561900097,15871,none,https://www.pricecharting.com/game/nintendo-ds/ninja-town
nintendo-ds,Nintendo DS Browser,2007-06-04,Not Applicable,Nintendo,Opera Software,Other,045496738730,4103,none,https://www.pricecharting.com/game/nintendo-ds/nintendo-ds-browser
nintendo-ds,Nintendo DS Browser,2007-06-04,Not Applicable,Nintendo,Opera Software,Other,045496739034,4103,none,https://www.pricecharting.com/game/nintendo-ds/nintendo-ds-browser
nintendo-ds,Nintendo DS Browser,2007-06-04,Not Applicable,Nintendo,Opera Software,Other,045496738747,4103,none,https://www.pricecharting.com/game/nintendo-ds/nintendo-ds-browser
nintendo-ds,Nintendogs Best Friends,2005-10-24,Everyone,Nintendo,none,Action & Adventure,074820080382,16263,none,https://www.pricecharting.com/game/nintendo-ds/nintendogs-best-friends
nintendo-ds,Nintendogs Best Friends,2005-10-24,Everyone,Nintendo,none,Action & Adventure,045496739478,16263,none,https://www.pricecharting.com/game/nintendo-ds/nintendogs-best-friends
nintendo-ds,Nintendogs Chihuahua and Friends,2005-08-22,Everyone,Nintendo,none,Other,045496736446,4105,none,https://www.pricecharting.com/game/nintendo-ds/nintendogs-chihuahua-and-friends
nintendo-ds,Nintendogs Chihuahua and Friends,2005-08-22,Everyone,Nintendo,none,Other,045496736439,4105,none,https://www.pricecharting.com/game/nintendo-ds/nintendogs-chihuahua-and-friends
nintendo-ds,Nintendogs Dachshund and Friends,2005-08-22,Everyone,Nintendo,Nintendo,Other,045496735517,4106,none,https://www.pricecharting.com/game/nintendo-ds/nintendogs-dachshund-and-friends
nintendo-ds,Nintendogs Dachshund and Friends,2005-08-22,Everyone,Nintendo,Nintendo,Other,045498731524,4106,none,https://www.pricecharting.com/game/nintendo-ds/nintendogs-dachshund-and-friends
nintendo-ds,Nintendogs Dachshund and Friends,2005-08-22,Everyone,Nintendo,Nintendo,Other,045496735524,4106,none,https://www.pricecharting.com/game/nintendo-ds/nintendogs-dachshund-and-friends
nintendo-ds,Nintendogs Dalmatian and Friends,2006-10-16,Everyone,Nintendo,none,Other,045496738204,4107,none,https://www.pricecharting.com/game/nintendo-ds/nintendogs-dalmatian-and-friends
nintendo-ds,Nintendogs Dalmatian and Friends,2006-10-16,Everyone,Nintendo,none,Other,045496738211,4107,none,https://www.pricecharting.com/game/nintendo-ds/nintendogs-dalmatian-and-friends
nintendo-ds,Nintendogs Lab and Friends,2005-08-22,Everyone,Nintendo,none,Other,045496736453,4108,none,https://www.pricecharting.com/game/nintendo-ds/nintendogs-lab-and-friends
nintendo-ds,Nintendogs Lab and Friends,2005-08-22,Everyone,Nintendo,none,Other,045496736460,4108,none,https://www.pricecharting.com/game/nintendo-ds/nintendogs-lab-and-friends
nintendo-ds,Noah's Ark,2010-11-02,Everyone,South Peak Interactive,none,Action & Adventure,612561900592,30651,none,https://www.pricecharting.com/game/nintendo-ds/noah's-ark
nintendo-ds,Nostalgia,2009-10-27,Everyone 10+,Ignition Entertainment,Tecmo,RPG,893384000441,21726,none,https://www.pricecharting.com/game/nintendo-ds/nostalgia
nintendo-ds,Nursery Mania,2010-07-06,Everyone,Zoo Games,none,Other,802068103385,21563,none,https://www.pricecharting.com/game/nintendo-ds/nursery-mania
nintendo-ds,Okami Den,2011-03-10,Everyone 10+,Capcom,none,Action & Adventure,013388320219,31424,none,https://www.pricecharting.com/game/nintendo-ds/okami-den
nintendo-ds,OMG 26 Our Mini Games,2007-10-30,Everyone,Tommo,none,Other,695771802009,11452,none,https://www.pricecharting.com/game/nintendo-ds/omg-26-our-mini-games
nintendo-ds,Ontamarama,2007-11-06,Everyone,Atlus,Noise Factory,Strategy,730865400126,10493,none,https://www.pricecharting.com/game/nintendo-ds/ontamarama
nintendo-ds,Open Season,2006-09-19,Everyone,Ubisoft,none,Action & Adventure,008888163138,10452,none,https://www.pricecharting.com/game/nintendo-ds/open-season
nintendo-ds,Operation Vietnam,2007-08-20,Teen,Majesco,none,FPS,096427014966,11357,none,https://www.pricecharting.com/game/nintendo-ds/operation-vietnam
nintendo-ds,Orcs and Elves,2007-11-13,Teen,Electronic Arts,id Software,RPG,014633159189,10494,none,https://www.pricecharting.com/game/nintendo-ds/orcs-and-elves
nintendo-ds,Our House,2009-09-22,Everyone,Majesco,none,Other,096427015673,19624,none,https://www.pricecharting.com/game/nintendo-ds/our-house
nintendo-ds,Over the Hedge,2006-05-05,Everyone,none,none,Action & Adventure,047875814592,4109,none,https://www.pricecharting.com/game/nintendo-ds/over-the-hedge
nintendo-ds,Over the Hedge Hammy Goes Nuts,2006-10-24,Everyone,Activision,none,Action & Adventure,047875816657,4110,none,https://www.pricecharting.com/game/nintendo-ds/over-the-hedge-hammy-goes-nuts
nintendo-ds,Overlord: Minions,2009-06-23,Everyone 10+,Codemasters,none,Puzzle,767649402670,19332,none,https://www.pricecharting.com/game/nintendo-ds/overlord-minions
nintendo-ds,Overlord: Minions,2009-06-23,Everyone 10+,Codemasters,none,Puzzle,767649402687,19332,none,https://www.pricecharting.com/game/nintendo-ds/overlord-minions
nintendo-ds,Pac-Man World 3,2005-12-07,Everyone,Namco,none,Arcade,722674700115,4112,none,https://www.pricecharting.com/game/nintendo-ds/pac-man-world-3
nintendo-ds,Pac n Roll,2005-08-23,Everyone,Namco,none,Arcade,722674700047,11536,none,https://www.pricecharting.com/game/nintendo-ds/pac-n-roll
nintendo-ds,Pac Pix,2005-04-26,Everyone,Namco,Namco,Arcade,722674700023,4111,none,https://www.pricecharting.com/game/nintendo-ds/pac-pix
nintendo-ds,Panzer Tactics,2007-11-06,Everyone 10+,Conspiracy entertainment,Sproing Interactive Media,Strategy,815315000702,10283,none,https://www.pricecharting.com/game/nintendo-ds/panzer-tactics
nintendo-ds,Pass the Pigs,2008-10-20,Everyone,none,none,Action & Adventure,785138362069,15792,none,https://www.pricecharting.com/game/nintendo-ds/pass-the-pigs
nintendo-ds,Paws & Claws Let's Ride! Friends Forever,,Everyone,none,none,Simulation,none,2515607,none,https://www.pricecharting.com/game/nintendo-ds/paws-&-claws-let's-ride-friends-forever
nintendo-ds,Paws & Claws Marine Rescue,2011-01-25,Everyone,THQ,none,Other,785138363677,30876,none,https://www.pricecharting.com/game/nintendo-ds/paws-&-claws-marine-rescue
nintendo-ds,Paws & Claws Pampered Pets,2009-01-05,Everyone,THQ,none,Other,785138362168,16195,none,https://www.pricecharting.com/game/nintendo-ds/paws-&-claws-pampered-pets
nintendo-ds,Paws & Claws: Pampered Pets 2,2011-05-24,Everyone,THQ,none,Other,785138364766,32966,none,https://www.pricecharting.com/game/nintendo-ds/paws-&-claws-pampered-pets-2
nintendo-ds,Paws & Claws Pet Vet,2007-01-03,Everyone,THQ,none,Other,785138361215,11669,none,https://www.pricecharting.com/game/nintendo-ds/paws-&-claws-pet-vet
nintendo-ds,Paws & Claws Pet Vet: Australian Adventures,2009-08-11,Everyone,THQ,none,Other,785138362564,19497,none,https://www.pricecharting.com/game/nintendo-ds/paws-&-claws-pet-vet-australian-adventures
nintendo-ds,Paws & Claws Regal Resort,2010-07-13,Everyone,THQ,none,Other,785138363691,21600,none,https://www.pricecharting.com/game/nintendo-ds/paws-&-claws-regal-resort
nintendo-ds,Paws and Claws Dogs and Cats Best Friends,2007-10-03,Everyone,Ubisoft,none,Other,785138361444,9532,none,https://www.pricecharting.com/game/nintendo-ds/paws-and-claws-dogs-and-cats-best-friends
nintendo-ds,Paws and Claws Pet Resort,2008-02-05,Everyone,THQ,none,Other,785138361482,11915,none,https://www.pricecharting.com/game/nintendo-ds/paws-and-claws-pet-resort
nintendo-ds,Paws and Claws Pet Vet: Healing Hands,2007-08-07,Everyone,THQ,none,Other,785138361505,13878,none,https://www.pricecharting.com/game/nintendo-ds/paws-and-claws-pet-vet-healing-hands
nintendo-ds,PDC World Championship Darts,2009-06-16,Everyone,O-Games,none,Sports,878614001276,22151,none,https://www.pricecharting.com/game/nintendo-ds/pdc-world-championship-darts
nintendo-ds,Peggle Dual Shot,2009-02-27,Everyone,PopCap Games,Q Entertainment,Puzzle,899274001314,16371,"t's the ultimate Peggle... with dual-screen action!
Shoot and clear the orange pegs from 120 levels spanning two full adventure modes in this action-packed PopCap hit! Learn 11 Magic Powers, score amazing style shots, and discover the exclusive Bonus Underground filled with valuable gems and power-ups.
And the action doesn't end there take your best shot in Multiplayer Duel and Quick Play modes, then put your skills to the ultimate test with 90 challenges!",https://www.pricecharting.com/game/nintendo-ds/peggle-dual-shot
nintendo-ds,Penguins of Madagascar: Dr. Blowhole Returns,2011-09-13,Everyone,THQ,none,Action & Adventure,785138364964,31699,none,https://www.pricecharting.com/game/nintendo-ds/penguins-of-madagascar-dr-blowhole-returns
nintendo-ds,Percy Jackson & the Olympians: The Lightning Thief,2010-02-11,Everyone 10+,Activision,none,Action & Adventure,047875761452,20417,none,https://www.pricecharting.com/game/nintendo-ds/percy-jackson-&-the-olympians-the-lightning-thief
nintendo-ds,Percy Jackson & the Olympians: The Lightning Thief,2010-02-11,Everyone 10+,Activision,none,Action & Adventure,047875761513,20417,none,https://www.pricecharting.com/game/nintendo-ds/percy-jackson-&-the-olympians-the-lightning-thief
nintendo-ds,Personal Fitness For Men,2010-01-26,Everyone,Conspiracy,"Catnip Studios,Games Studios Cologne",Other,815315001839,20380,none,https://www.pricecharting.com/game/nintendo-ds/personal-fitness-for-men
nintendo-ds,Personal Fitness For Women,2010-01-26,Everyone,Conspiracy,none,Other,815315001853,20379,none,https://www.pricecharting.com/game/nintendo-ds/personal-fitness-for-women
nintendo-ds,Personal Trainer Cooking,2008-11-24,Everyone,Nintendo,none,Other,045496739805,16067,none,https://www.pricecharting.com/game/nintendo-ds/personal-trainer-cooking
nintendo-ds,Personal Trainer Cooking,2008-11-24,Everyone,Nintendo,none,Other,045496740351,16067,none,https://www.pricecharting.com/game/nintendo-ds/personal-trainer-cooking
nintendo-ds,Personal Trainer Math,2009-01-13,Everyone,Nintendo,none,Other,045496740139,16220,none,https://www.pricecharting.com/game/nintendo-ds/personal-trainer-math
nintendo-ds,Personal Trainer: Walking,2009-05-26,Everyone,Nintendo,none,Other,045496740214,19240,none,https://www.pricecharting.com/game/nintendo-ds/personal-trainer-walking
nintendo-ds,Pet Adoption Center,2008-06-30,Everyone,none,none,RPG,008888164500,18555,none,https://www.pricecharting.com/game/nintendo-ds/pet-adoption-center
nintendo-ds,Pet Alien,2007-08-28,Everyone,American Game Factory,none,Other,855433001571,4113,none,https://www.pricecharting.com/game/nintendo-ds/pet-alien
nintendo-ds,Pet Pals Animal Doctor,2008-02-07,Everyone,none,none,Other,096427015147,14368,none,https://www.pricecharting.com/game/nintendo-ds/pet-pals-animal-doctor
nintendo-ds,Pet Pals Animal Doctor,2008-02-07,Everyone,none,none,Other,096427015246,14368,none,https://www.pricecharting.com/game/nintendo-ds/pet-pals-animal-doctor
nintendo-ds,Pet Pals: New Leash on Life,2008-10-22,Everyone,Destineer,none,Other,828068213015,20418,none,https://www.pricecharting.com/game/nintendo-ds/pet-pals-new-leash-on-life
nintendo-ds,Pet Vet: Down Under,2009-04-01,Everyone,Deep Silver,none,Other,895678002032,21746,none,https://www.pricecharting.com/game/nintendo-ds/pet-vet-down-under
nintendo-ds,Peter Jackson's King Kong,2005-11-01,Teen,Ubisoft,none,Action & Adventure,008888162810,4060,none,https://www.pricecharting.com/game/nintendo-ds/peter-jackson's-king-kong
nintendo-ds,Petz Bunnyz,2008-03-04,Everyone,Ubisoft,none,Other,008888164166,12958,none,https://www.pricecharting.com/game/nintendo-ds/petz-bunnyz
nintendo-ds,Petz: Bunnyz Bunch,2011-03-08,Everyone,Ubisoft,none,Other,008888166511,31038,none,https://www.pricecharting.com/game/nintendo-ds/petz-bunnyz-bunch
nintendo-ds,Petz Catz 2,2007-11-14,Everyone,Ubisoft,none,Other,008888163688,10495,none,https://www.pricecharting.com/game/nintendo-ds/petz-catz-2
nintendo-ds,Petz Catz Clan,2008-11-18,Everyone,Ubisoft,none,Other,008888164357,16040,none,https://www.pricecharting.com/game/nintendo-ds/petz-catz-clan
nintendo-ds,Petz Catz Playground,2010-10-26,Everyone,Ubisoft,none,Other,008888166030,30941,none,https://www.pricecharting.com/game/nintendo-ds/petz-catz-playground
nintendo-ds,Petz Dogz 2,2007-11-14,Everyone,Ubisoft,none,Other,008888163220,10496,none,https://www.pricecharting.com/game/nintendo-ds/petz-dogz-2
nintendo-ds,Petz Dogz Fashion,2008-06-17,Everyone,Ubisoft,none,Other,008888163183,13922,none,https://www.pricecharting.com/game/nintendo-ds/petz-dogz-fashion
nintendo-ds,Petz Dogz Pack,2008-11-04,Everyone,none,none,Other,008888164838,15924,none,https://www.pricecharting.com/game/nintendo-ds/petz-dogz-pack
nintendo-ds,Petz: Dogz Talent Show,2009-11-17,Everyone,Ubisoft,none,Other,008888165552,20033,none,https://www.pricecharting.com/game/nintendo-ds/petz-dogz-talent-show
nintendo-ds,Petz: Dolphinz Encounter,2009-10-27,Everyone,Ubisoft,none,Other,008888165422,19891,none,https://www.pricecharting.com/game/nintendo-ds/petz-dolphinz-encounter
nintendo-ds,Petz Fantasy: Moonlight Magic,2010-10-05,Everyone,Ubisoft,none,Other,008888165873,22096,none,https://www.pricecharting.com/game/nintendo-ds/petz-fantasy-moonlight-magic
nintendo-ds,Petz Fantasy: Sunshine Magic,2010-10-05,Everyone,Ubisoft,none,Other,008888165859,22137,none,https://www.pricecharting.com/game/nintendo-ds/petz-fantasy-sunshine-magic
nintendo-ds,Petz Fashion: Dogz & Catz,2009-06-09,Everyone,Ubisoft,none,Other,008888165187,19282,none,https://www.pricecharting.com/game/nintendo-ds/petz-fashion-dogz-&-catz
nintendo-ds,Petz Hamsterz Life 2,2007-11-01,Everyone,Ubisoft,none,Other,008888163909,10497,none,https://www.pricecharting.com/game/nintendo-ds/petz-hamsterz-life-2
nintendo-ds,Petz: Hamsterz Superstarz,2009-11-17,Everyone,Ubisoft,none,Other,008888165576,20034,none,https://www.pricecharting.com/game/nintendo-ds/petz-hamsterz-superstarz
nintendo-ds,Petz: Hamsterz Superstarz,2009-11-17,Everyone,Ubisoft,none,Other,008888260417,20034,none,https://www.pricecharting.com/game/nintendo-ds/petz-hamsterz-superstarz
nintendo-ds,Petz: Horseshoe Ranch,2009-01-27,Everyone,Ubisoft,none,Sports,008888164364,16421,none,https://www.pricecharting.com/game/nintendo-ds/petz-horseshoe-ranch
nintendo-ds,Petz Horsez 2,2007-11-14,Everyone,Ubisoft,none,Other,008888163718,10498,none,https://www.pricecharting.com/game/nintendo-ds/petz-horsez-2
nintendo-ds,Petz Horsez Family,2010-10-24,Everyone,Ubisoft,none,Other,008888166566,33000,none,https://www.pricecharting.com/game/nintendo-ds/petz-horsez-family
nintendo-ds,Petz Monkeyz House,2008-11-18,Everyone,Ubisoft,none,Other,008888164340,16041,none,https://www.pricecharting.com/game/nintendo-ds/petz-monkeyz-house
nintendo-ds,Petz: Nursery,2009-11-10,Everyone,Ubisoft,none,Other,008888165569,19975,none,https://www.pricecharting.com/game/nintendo-ds/petz-nursery
nintendo-ds,Petz: Nursery,2009-11-10,Everyone,Ubisoft,none,Other,008888260387,19975,none,https://www.pricecharting.com/game/nintendo-ds/petz-nursery
nintendo-ds,Petz: Nursery 2,2010-11-02,Everyone,Ubisoft,none,Other,008888166139,30648,none,https://www.pricecharting.com/game/nintendo-ds/petz-nursery-2
nintendo-ds,Petz: Pony Beauty Pageant,2009-10-13,Everyone,Ubisoft,none,Other,008888165644,19758,none,https://www.pricecharting.com/game/nintendo-ds/petz-pony-beauty-pageant
nintendo-ds,Petz: Pony Beauty Pageant,2009-10-13,Everyone,Ubisoft,none,Other,008888260547,19758,none,https://www.pricecharting.com/game/nintendo-ds/petz-pony-beauty-pageant
nintendo-ds,Petz Puppyz & Kittenz,2011-10-18,Everyone,Ubisoft,none,Simulation,008888166535,32822,none,https://www.pricecharting.com/game/nintendo-ds/petz-puppyz-&-kittenz
nintendo-ds,Petz Rescue Endangered Paradise,2008-11-18,Everyone,Ubisoft,none,Other,008888164968,16038,none,https://www.pricecharting.com/game/nintendo-ds/petz-rescue-endangered-paradise
nintendo-ds,Petz Rescue Ocean Patrol,2008-10-28,Everyone,none,none,Other,008888164647,15869,none,https://www.pricecharting.com/game/nintendo-ds/petz-rescue-ocean-patrol
nintendo-ds,Petz Rescue Wildlife Vet,2008-10-28,Everyone,Ubisoft,none,Other,008888164623,15776,none,https://www.pricecharting.com/game/nintendo-ds/petz-rescue-wildlife-vet
nintendo-ds,Petz Wild Animals Dolphinz,2007-10-16,Everyone,Ubisoft,none,Other,008888163732,11002,none,https://www.pricecharting.com/game/nintendo-ds/petz-wild-animals-dolphinz
nintendo-ds,Petz Wild Animals Tigerz,2008-02-26,Everyone,Ubisoft,none,Other,008888163961,14082,none,https://www.pricecharting.com/game/nintendo-ds/petz-wild-animals-tigerz
nintendo-ds,Phantasy Star 0,2009-11-10,Everyone 10+,Sega,none,RPG,010086670318,19976,none,https://www.pricecharting.com/game/nintendo-ds/phantasy-star-0
nintendo-ds,Phineas & Ferb: Quest for Cool Stuff,2013-08-13,Everyone,Majesco,Behaviour Interactive,Action & Adventure,096427018049,34161,none,https://www.pricecharting.com/game/nintendo-ds/phineas-&-ferb-quest-for-cool-stuff
nintendo-ds,Phineas and Ferb,2009-02-03,Everyone,Disney,Altron,Action & Adventure,712725015886,16268,none,https://www.pricecharting.com/game/nintendo-ds/phineas-and-ferb
nintendo-ds,Phineas and Ferb,2009-02-03,Everyone,Disney,Altron,Action & Adventure,712725004552,16268,none,https://www.pricecharting.com/game/nintendo-ds/phineas-and-ferb
nintendo-ds,Phineas and Ferb: Across the 2nd Dimension,2011-08-02,Everyone,Disney,Altron,Action & Adventure,712725021542,31639,none,https://www.pricecharting.com/game/nintendo-ds/phineas-and-ferb-across-the-2nd-dimension
